Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date	
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)	
0.454	0.01	-9.856	0.075752	-0.036945	-0.004928	-0.405519	2.496221	57.564431	1850.65	13:10.0	3/16/2024	0.65
0.458	0.103	-9.862	-0.047274	0.019858	-0.037877	-0.40634	2.495002	57.564759	1850.664	13:10.0	3/16/2024	0.664
0.441	0.139	-9.75	0.108622	0.108365	-0.047451	-0.406146	2.494933	57.564821	1850.678	13:10.0	3/16/2024	0.678
0.415	0.153	-9.638	-0.019517	0.050987	-0.037823	-0.405099	2.495655	57.56465	1850.692	13:10.0	3/16/2024	0.692
0.447	0.122	-9.814	0.029132	0.077852	-0.070891	-0.403502	2.495938	57.564261	1850.706	13:10.1	3/16/2024	0.706
0.418	0.132	-9.864	-0.095279	0.020333	0.016681	-0.40269	2.495505	57.564384	1850.72	13:10.1	3/16/2024	0.72
0.431	0.11	-9.682	0.000346	0.024409	-0.014371	-0.402405	2.49518	57.564636	1850.734	13:10.1	3/16/2024	0.734
0.448	0.131	-9.657	-0.058993	0.052583	-0.015351	-0.402652	2.495838	57.564684	1850.748	13:10.1	3/16/2024	0.748
0.445	0.09	-9.678	-0.037327	0.049501	-0.014536	-0.402899	2.496497	57.564718	1850.762	13:10.1	3/16/2024	0.762
0.443	0.05	-9.7	-0.015661	0.046418	-0.013721	-0.403146	2.497155	57.564766	1850.776	13:10.1	3/16/2024	0.776
0.44	0.009	-9.721	0.006006	0.043336	-0.012906	-0.403393	2.497813	57.564814	1850.79	13:10.1	3/16/2024	0.79
0.438	-0.032	-9.743	0.027672	0.040254	-0.012091	-0.403639	2.498471	57.564855	1850.804	13:10.2	3/16/2024	0.804
0.43	-0.031	-9.75	-0.075121	0.018719	0.017617	-0.403804	2.4985	57.56506	1850.818	13:10.2	3/16/2024	0.818
0.473	0.13	-9.862	0.06651	-0.007656	-0.065066	-0.403983	2.498057	57.565401	1850.832	13:10.2	3/16/2024	0.832
0.459	0.022	-9.817	0.036282	0.105042	-0.028117	-0.40461	2.497626	57.565688	1850.846	13:10.2	3/16/2024	0.846
0.446	0.11	-9.8	0.121045	0.081158	-0.05261	-0.404715	2.497738	57.565476	1850.86	13:10.2	3/16/2024	0.86
0.439	0.09	-9.879	-0.03484	0.024098	-0.051732	-0.404705	2.49749	57.565374	1850.874	13:10.2	3/16/2024	0.874
0.441	0.074	-9.805	0.063025	0.045113	0.017292	-0.404929	2.495796	57.565975	1850.888	13:10.2	3/16/2024	0.888
0.43	0.165	-9.625	-0.063956	0.048171	-0.080827	-0.403623	2.496258	57.565265	1850.902	13:10.3	3/16/2024	0.902
0.441	0.152	-9.73	0.008806	0.013899	-0.070678	-0.402656	2.496867	57.564807	1850.916	13:10.3	3/16/2024	0.916
0.453	0.076	-9.76	-0.002021	-0.002569	-0.063697	-0.402485	2.497194	57.565039	1850.93	13:10.3	3/16/2024	0.93
0.45	0.087	-9.745	0.003864	0.002104	-0.067742	-0.402314	2.49752	57.565258	1850.944	13:10.3	3/16/2024	0.944
0.447	0.097	-9.729	0.009749	0.006778	-0.071788	-0.402142	2.497846	57.56549	1850.958	13:10.3	3/16/2024	0.958
0.444	0.108	-9.714	0.015634	0.011451	-0.075833	-0.401971	2.498173	57.565715	1850.972	13:10.3	3/16/2024	0.972
0.44	0.119	-9.699	0.021519	0.016124	-0.079879	-0.401799	2.498499	57.565934	1850.986	13:10.3	3/16/2024	0.986
0.508	-0.042	-9.823	-0.042079	0.01375	-0.023973	-0.402644	2.498442	57.565791	1851	13:10.4	3/16/2024	1
0.447	-0.013	-9.879	-0.001634	0.050703	-0.078747	-0.403916	2.498353	57.565688	1851.014	13:10.4	3/16/2024	1.014
0.444	-0.049	-9.742	-0.05149	0.052324	-0.024624	-0.405239	2.498571	57.56603	1851.028	13:10.4	3/16/2024	1.028
0.413	0.123	-9.853	-0.046215	-0.008295	-0.007381	-0.405333	2.498151	57.56674	1851.042	13:10.4	3/16/2024	1.042
0.45	0.101	-9.786	-0.01737	0.047906	-0.019464	-0.404683	2.497759	57.567068	1851.056	13:10.4	3/16/2024	1.056
0.406	0.181	-9.674	0.136015	0.077091	-0.096963	-0.403312	2.497544	57.56676	1851.07	13:10.4	3/16/2024	1.07
0.463	0.111	-9.777	-0.021711	0.030395	-0.096735	-0.403986	2.497831	57.566125	1851.084	13:10.4	3/16/2024	1.084
0.457	-0.043	-9.858	0.03447	0.063477	-0.048726	-0.40482	2.497505	57.56577	1851.098	13:10.4	3/16/2024	1.098
0.476	0.043	-9.852	-0.119439	0.023699	-0.041608	-0.405506	2.496909	57.565654	1851.112	13:10.5	3/16/2024	1.112
0.473	0.041	-9.786	-0.090703	0.027218	-0.047751	-0.404587	2.497449	57.565606	1851.126	13:10.5	3/16/2024	1.126
0.471	0.039	-9.719	-0.061967	0.030738	-0.053894	-0.403669	2.497989	57.565579	1851.14	13:10.5	3/16/2024	1.14
0.469	0.038	-9.652	-0.033231	0.034258	-0.060037	-0.40275	2.498529	57.565545	1851.154	13:10.5	3/16/2024	1.154
0.423	0.092	-9.822	-0.080228	0.00814	-0.048222	-0.401831	2.499068	57.565511	1851.168	13:10.5	3/16/2024	1.168
0.459	-0.056	-9.835	-0.003332	0.074164	-0.040369	-0.40298	2.499281	57.566528	1851.182	13:10.5	3/16/2024	1.182
0.411	0.038	-9.762	-0.036404	0.016506	-0.004569	-0.403826	2.499326	57.567259	1851.196	13:10.5	3/16/2024	1.196
0.451	-0.032	-9.739	-0.079234	0.030709	-0.004132	-0.403811	2.49922	57.567382	1851.21	13:10.6	3/16/2024	1.21
0.45	0.077	-9.83	0.019018	0.053545	-0.042552	-0.404614	2.498374	57.567532	1851.224	13:10.6	3/16/2024	1.224
0.465	0.07	-9.678	0.072999	0.103174	-0.078442	-0.40491	2.498425	57.56743	1851.238	13:10.6	3/16/2024	1.238
0.448	0.145	-9.837	-0.070659	-0.007949	-0.049004	-0.404895	2.499045	57.567239	1851.252	13:10.6	3/16/2024	1.252
0.442	0.024	-9.844	-0.079269	0.026278	0.000084	-0.405302	2.499033	57.567792	1851.266	13:10.6	3/16/2024	1.266
0.433	0.117	-9.827	0.089447	0.019715	-0.036171	-0.405209	2.498936	57.56812	1851.28	13:10.6	3/16/2024	1.28
0.448	0.09	-9.844	0.059794	0.028404	-0.033526	-0.404916	2.498806	57.568366	1851.294	13:10.6	3/16/2024	1.294
0.463	0.063	-9.862	0.030141	0.037094	-0.030881	-0.404623	2.498674	57.568618	1851.308	13:10.7	3/16/2024	1.308
0.478	0.037	-9.879	0.000488	0.045783	-0.028236	-0.40433	2.498544	57.568864	1851.322	13:10.7	3/16/2024	1.322
0.493	0.01	-9.896	-0.029165	0.054472	-0.02559	-0.404037	2.498413	57.569103	1851.336	13:10.7	3/16/2024	1.336
0.411	0.044	-9.833	-0.137543	0.034041	0.019299	-0.403744	2.498283	57.569342	1851.35	13:10.7	3/16/2024	1.35
0.433	0.096	-9.687	0.017651	0.049989	-0.008288	-0.402911	2.49888	57.569779	1851.364	13:10.7	3/16/2024	1.364
0.432	0.095	-9.789	-0.081092	-0.030727	-0.024877	-0.402964	2.498851	57.569431	1851.378	13:10.7	3/16/2024	1.378
0.514	-0.093	-9.853	0.073578	0.044739	-0.117425	-0.403474	2.498416	57.568577	1851.392	13:10.7	3/16/2024	1.392
0.433	0.065	-9.768	0.011678	0.031182	-0.086852	-0.402739	2.498374	57.56829	1851.406	13:10.8	3/16/2024	1.406
0.423	0.027	-9.73	-0.039746	0.052479	-0.02975	-0.403437	2.498413	57.568058	1851.42	13:10.8	3/16/2024	1.42
0.432	0.049	-9.778	-0.002946	0.028183	-0.032399	-0.404429	2.498497	57.568072	1851.434	13:10.8	3/16/2024	1.434
0.445	0.026	-9.746	-0.033372	-0.011798	-0.005904	-0.404719	2.498609	57.568707	1851.448	13:10.8	3/16/2024	1.448
0.475	0.142	-9.94	-0.026313	0.011917	-0.058716	-0.404565	2.49792	57.568625	1851.462	13:10.8	3/16/2024	1.462
0.465	0.025	-9.845	0.081313	0.130124	-0.031205	-0.404423	2.497502	57.568605	1851.476	13:10.8	3/16/2024	1.476
0.454	0.048	-9.801	0.06727	0.104555	-0.028138	-0.404396	2.497623	57.568803	1851.49	13:10.8	3/16/2024	1.49
0.443	0.07	-9.757	0.053226	0.078987	-0.025072	-0.40437	2.497744	57.56898	1851.504	13:10.9	3/16/2024	1.504
0.433	0.092	-9.713	0.039183	0.053418	-0.022005	-0.404343	2.497865	57.569165	1851.518	13:10.9	3/16/2024	1.518
0.453	0.137	-9.64	-0.100668	-0.019996	-0.01072	-0.404172	2.497949	57.569342	1851.532	13:10.9	3/16/2024	1.532
0.471	0.054	-9.842	-0.060644	-0.008591	-0.05775	-0.403135	2.497808	57.56939	1851.546	13:10.9	3/16/2024	1.546
0.468	0.053	-9.845	-0.071945	0.075793	-0.105513	-0.402649	2.498006	57.56954	1851.56	13:10.9	3/16/2024	1.56
0.384	0.077	-9.665	0.055495	0.097149	-0.055243	-0.402956	2.498268	57.56967	1851.574	13:10.9	3/16/2024	1.574
0.434	0.08	-9.74	-0.131953	0.007641	0.005233	-0.404691	2.498349	57.569629	1851.588	13:10.9	3/16/2024	1.588
0.449	-0.053	-9.702	0.018591	0.024255	-0.009938	-0.40511	2.498924	57.570326	1851.602	13:11.0	3/16/2024	1.602
0.448	0.057	-9.773	-0.047046	-0.040183	-0.02474	-0.405057	2.499041	57.570606	1851.616	13:11.0	3/16/2024	1.616
0.52	-0.035	-9.935	0.032653	0.021141	-0.085842	-0.404665	2.498434	57.570196	1851.63	13:11.0	3/16/2024	1.63
0.496	0.025	-9.883	0.02624	0.027335	-0.087559	-0.404402	2.498374	57.570032	1851.644	13:11.0	3/16/2024	1.644
0.473	0.085	-9.83	0.019826	0.033529	-0.089275	-0.404139	2.498314	57.569855	1851.658	13:11.0	3/16/2024	1.658
0.449	0.144	-9.778	0.013413	0.039723	-0.090992	-0.403876	2.498254	57.569684	1851.672	13:11.0	3/16/2024	1.672
0.426	0.204	-9.725	0.007	0.045917	-0.092708	-0.403612	2.498194	57.56952	1851.686	13:11.0	3/16/2024	1.686
0.402	0.264	-9.673	0.000586	0.052111	-0.094425	-0.403349	2.498134	57.569349	1851.7	13:11.1	3/16/2024	1.7
0.471	0.07	-9.848	-0.005481	0.003251	-0.041134	-0.403312	2.498083	57.56911	1851.714	13:11.1	3/16/2024	1.714
0.412	0.017	-9.813	0.051595	0.124854	-0.070759	-0.40384	2.498052	57.568734	1851.728	13:11.1	3/16/2024	1.728
0.43	0.081	-9.704	-0.081532	0.122498	-0.043952	-0.403032	2.498724	57.569144	1851.742	13:11.1	3/16/2024	1.742
0.433	0.127	-9.76	-0.024119	0.033753	0.017651	-0.402683	2.49921	57.569363	1851.756	13:11.1	3/16/2024	1.756
0.437	0.04	-9.697	-0.2195	-0.025519	-0.025161	-0.403242	2.499293	57.569178	1851.77	13:11.1	3/16/2024	1.77
0.459	0.078	-9.723	0.039032	0.035277	-0.072849	-0.40386	2.499662	57.568844	1851.784	13:11.1	3/16/2024	1.784
0.443	0.009	-9.884	-0.073858	0.022952	-0.041264	-0.404257	2.50009	57.568748	1851.798	13:11.1	3/16/2024	1.798
0.457	-0.065	-9.775	0.070294	0.084943	-0.031258	-0.404455	2.500511	57.568857	1851.812	13:11.2	3/16/2024	1.812
0.455	-0.028	-9.753	0.055416	0.078767	-0.039768	-0.40445	2.500624	57.568816	1851.826	13:11.2	3/16/2024	1.826
0.454	0.008	-9.732	0.040539	0.07259	-0.048278	-0.404445	2.500736	57.568789	1851.84	13:11.2	3/16/2024	1.84
0.452	0.045	-9.71	0.025662	0.066414	-0.056788	-0.40444	2.500848	57.568762	1851.854	13:11.2	3/16/2024	1.854
0.451	0.081	-9.688	0.010785	0.060238	-0.065298	-0.404436	2.500961	57.568734	1851.868	13:11.2	3/16/2024	1.868
0.456	0.106	-9.927	-0.028083	0.042354	-0.072819	-0.405119	2.500455	57.568359	1851.882	13:11.2	3/16/2024	1.882
0.457	-0.012	-9.817	-0.059257	0.092028	-0.050489	-0.40549	2.500205	57.568154	1851.896	13:11.2	3/16/2024	1.896
0.401	0.206	-9.829	-0.016321	0.082827	-0.045045	-0.405292	2.500432	57.568263	1851.91	13:11.3	3/16/2024	1.91
0.447	0.123	-9.8	0.025416	0.046655	-0.042695	-0.404935	2.49968	57.568325	1851.924	13:11.3	3/16/2024	1.924
0.421	0.109	-9.61	0.03791	0.052173	-0.078363	-0.404312	2.500318	57.567812	1851.938	13:11.3	3/16/2024	1.938
0.427	0.111	-9.636	-0.051312	0.081186	-0.090826	-0.403491	2.501908	57.566924	1851.952	13:11.3	3/16/2024	1.952
0.445	0.058	-9.824	-0.033495	0.060547	-0.050323	-0.402673	2.50296	57.56633	1851.966	13:11.3	3/16/2024	1.966
0.476	-0.014	-9.829	-0.001749	0.099727	-0.056875	-0.402626	2.50337	57.56702	1851.98	13:11.3	3/16/2024	1.98
0.474	-0.014	-9.828	-0.015755	0.086708	-0.051909	-0.402867	2.5035	57.567812	1851.994	13:11.3	3/16/2024	1.994
0.471	-0.015	-9.828	-0.029761	0.073688	-0.046944	-0.40306	2.503572	57.567607	1852.008	13:11.4	3/16/2024	2.008
0.468	-0.016	-9.828	-0.043768	0.060669	-0.041978	-0.403253	2.503643	57.567409	1852.022	13:11.4	3/16/2024	2.022
0.465	-0.016	-9.828	-0.057774	0.04765	-0.037012	-0.403446	2.503715	57.567204	1852.036	13:11.4	3/16/2024	2.036
0.463	-0.017	-9.827	-0.07178	0.03463	-0.032047	-0.403639	2.503786	57.567013	1852.05	13:11.4	3/16/2024	2.05
0.442	0.081	-9.901	-0.000164	0.037988	-0.016996	-0.404433	2.502627	57.567245	1852.064	13:11.4	3/16/2024	2.064
0.441	0.099	-9.835	0.025968	0.043843	-0.009046	-0.404996	2.501082	57.567607	1852.078	13:11.4	3/16/2024	2.078
0.461	0.196	-9.853	0.03168	0.015488	-0.050533	-0.405147	2.499666	57.567969	1852.092	13:11.4	3/16/2024	2.092
0.434	0.12	-9.641	-0.000711	0.105223	-0.072155	-0.40386	2.50076	57.567594	1852.106	13:11.5	3/16/2024	2.106
0.361	0.216	-9.73	0.014221	0.053898	-0.082406	-0.402658	2.501531	57.566801	1852.12	13:11.5	3/16/2024	2.12
0.475	0.061	-9.853	-0.071615	0.073903	-0.00678	-0.401666	2.501844	57.5662	1852.134	13:11.5	3/16/2024	2.134
0.417	0.082	-9.744	0.033693	-0.013943	-0.024215	-0.401116	2.501342	57.566501	1852.148	13:11.5	3/16/2024	2.148
0.47	0.046	-9.715	-0.072003	0.051827	-0.061916	-0.40125	2.501488	57.566569	1852.162	13:11.5	3/16/2024	2.162
0.462	0.031	-9.724	-0.050912	0.049461	-0.050674	-0.401497	2.501742	57.566603	1852.176	13:11.5	3/16/2024	2.176
0.455	0.015	-9.733	-0.02982	0.047095	-0.039432	-0.401745	2.501996	57.566644	1852.19	13:11.5	3/16/2024	2.19
0.448	0	-9.743	-0.008729	0.044729	-0.02819	-0.401993	2.50225	57.566685	1852.204	13:11.6	3/16/2024	2.204
0.441	-0.015	-9.752	0.012362	0.042363	-0.016949	-0.402241	2.502504	57.566713	1852.218	13:11.6	3/16/2024	2.218
0.436	-0.032	-9.76	0.022673	0.023033	-0.012154	-0.402532	2.502613	57.566788	1852.232	13:11.6	3/16/2024	2.232
0.464	0.079	-9.87	-0.024724	-0.01106	-0.037313	-0.403077	2.50185	57.56702	1852.246	13:11.6	3/16/2024	2.246
0.468	0.038	-9.864	0.149303	0.115067	-0.039403	-0.403435	2.501781	57.567218	1852.26	13:11.6	3/16/2024	2.26
0.423	0.151	-9.705	0.033934	0.157865	-0.069619	-0.40354	2.501948	57.567177	1852.274	13:11.6	3/16/2024	2.274
0.435	0.088	-9.789	0.019071	0.038659	-0.061908	-0.403205	2.50201	57.566658	1852.288	13:11.6	3/16/2024	2.288
0.443	0.137	-9.884	-0.080039	-0.001401	-0.039078	-0.402608	2.500964	57.566597	1852.302	13:11.7	3/16/2024	2.302
0.441	0.1	-9.643	-0.015403	-0.030904	-0.02075	-0.401876	2.50015	57.566521	1852.316	13:11.7	3/16/2024	2.316
0.423	0.274	-9.745	-0.067156	-0.091505	-0.066212	-0.401019	2.499894	57.566357	1852.33	13:11.7	3/16/2024	2.33
0.482	-0.007	-9.864	0.006279	-0.002378	0.024944	-0.401017	2.500141	57.566788	1852.344	13:11.7	3/16/2024	2.344
0.472	0.026	-9.843	0.021632	-0.010234	0.007844	-0.401014	2.500388	57.567198	1852.358	13:11.7	3/16/2024	2.358
0.462	0.059	-9.823	0.036985	-0.018089	-0.009256	-0.401011	2.500636	57.567614	1852.372	13:11.7	3/16/2024	2.372
0.452	0.092	-9.802	0.052338	-0.025944	-0.026356	-0.401008	2.500883	57.568038	1852.386	13:11.7	3/16/2024	2.386
0.442	0.124	-9.781	0.067691	-0.0338	-0.043457	-0.401006	2.50113	57.568461	1852.4	13:11.7	3/16/2024	2.4
0.472	0.089	-9.81	0.049442	-0.011247	-0.06737	-0.401496	2.501103	57.568577	1852.414	13:11.8	3/16/2024	2.414
0.445	-0.004	-9.897	-0.043408	0.068846	-0.057307	-0.403217	2.500389	57.567949	1852.428	13:11.8	3/16/2024	2.428
0.452	-0.012	-9.813	0.107302	0.106941	-0.059169	-0.403539	2.500667	57.568058	1852.442	13:11.8	3/16/2024	2.442
0.437	0.126	-9.865	-0.04634	-0.004947	-0.062388	-0.403751	2.500504	57.568345	1852.456	13:11.8	3/16/2024	2.456
0.446	0.013	-9.797	0.054388	0.031485	0.010919	-0.40413	2.499533	57.56868	1852.47	13:11.8	3/16/2024	2.47
0.425	0.188	-9.685	0.006842	0.062235	-0.046159	-0.402343	2.499665	57.567983	1852.484	13:11.8	3/16/2024	2.484
0.456	0.118	-9.715	0.030515	0.012143	-0.096388	-0.401641	2.499656	57.567341	1852.498	13:11.8	3/16/2024	2.498
0.456	0.094	-9.911	-0.056001	0.020133	-0.049124	-0.401712	2.499574	57.56687	1852.512	13:11.9	3/16/2024	2.512
0.431	-0.021	-9.802	0.109427	0.090796	-0.058673	-0.40154	2.499702	57.566972	1852.526	13:11.9	3/16/2024	2.526
0.448	-0.015	-9.778	0.049391	0.066779	-0.047597	-0.401368	2.499829	57.567095	1852.54	13:11.9	3/16/2024	2.54
0.466	-0.008	-9.754	-0.010644	0.042761	-0.036521	-0.401196	2.499956	57.567204	1852.554	13:11.9	3/16/2024	2.554
0.484	-0.002	-9.73	-0.07068	0.018744	-0.025445	-0.401024	2.500083	57.567314	1852.568	13:11.9	3/16/2024	2.568
0.486	0.016	-9.751	-0.115452	-0.009713	-0.021681	-0.400852	2.500211	57.567443	1852.582	13:11.9	3/16/2024	2.582
0.426	-0.01	-9.861	0.001168	0.018114	-0.04202	-0.401189	2.500386	57.567703	1852.596	13:11.9	3/16/2024	2.596
0.446	-0.075	-9.734	-0.056589	0.061826	-0.001715	-0.402204	2.500626	57.568188	1852.61	13:12.0	3/16/2024	2.61
0.417	0.051	-9.807	-0.021116	-0.063085	-0.029853	-0.402226	2.499687	57.568461	1852.624	13:12.0	3/16/2024	2.624
0.448	0.069	-9.829	0.015808	0.044884	-0.088305	-0.402086	2.498822	57.568721	1852.638	13:12.0	3/16/2024	2.638
0.434	0.134	-9.676	0.12409	0.053717	-0.025603	-0.40189	2.49831	57.568864	1852.652	13:12.0	3/16/2024	2.652
0.456	0.131	-9.775	-0.034291	0.035525	-0.072971	-0.402088	2.499581	57.568249	1852.666	13:12.0	3/16/2024	2.666
0.456	-0.065	-9.874	0.042343	0.062998	-0.046732	-0.402722	2.499276	57.568113	1852.68	13:12.0	3/16/2024	2.68
0.44	0.111	-9.882	-0.032499	0.056074	-0.030255	-0.403137	2.498715	57.568106	1852.694	13:12.0	3/16/2024	2.694
0.385	0.189	-9.823	0.05141	0.07433	-0.027427	-0.402568	2.499088	57.56801	1852.708	13:12.1	3/16/2024	2.708
0.391	0.149	-9.813	0.007352	0.071863	-0.02334	-0.402	2.499462	57.567894	1852.722	13:12.1	3/16/2024	2.722
0.398	0.108	-9.803	-0.036705	0.069395	-0.019253	-0.401431	2.499835	57.567785	1852.736	13:12.1	3/16/2024	2.736
0.405	0.068	-9.793	-0.080763	0.066928	-0.015165	-0.400863	2.500208	57.567676	1852.75	13:12.1	3/16/2024	2.75
0.411	0.028	-9.783	-0.124821	0.06446	-0.011078	-0.400294	2.500582	57.56756	1852.764	13:12.1	3/16/2024	2.764
0.39	0.053	-9.725	-0.022443	-0.006662	-0.003393	-0.400199	2.500256	57.567805	1852.778	13:12.1	3/16/2024	2.778
0.465	0.013	-9.725	-0.071154	-0.04303	-0.007904	-0.400579	2.499321	57.568208	1852.792	13:12.1	3/16/2024	2.792
0.48	-0.013	-9.865	0.031694	0.005795	-0.073932	-0.401677	2.497865	57.567819	1852.806	13:12.2	3/16/2024	2.806
0.437	0.079	-9.686	-0.002614	0.089053	-0.150545	-0.401849	2.49808	57.567519	1852.82	13:12.2	3/16/2024	2.82
0.43	0.093	-9.747	-0.017958	0.04601	-0.043993	-0.401917	2.498703	57.567286	1852.834	13:12.2	3/16/2024	2.834
0.458	0.053	-9.887	-0.087312	-0.01229	-0.020503	-0.402651	2.498676	57.567157	1852.848	13:12.2	3/16/2024	2.848
0.439	0.042	-9.846	0.084128	0.054785	-0.038595	-0.403105	2.498454	57.567546	1852.862	13:12.2	3/16/2024	2.862
0.458	0.142	-9.887	-0.008786	0.027363	-0.039042	-0.402851	2.498143	57.56786	1852.876	13:12.2	3/16/2024	2.876
0.423	0.098	-9.735	0.11529	0.127793	-0.07573	-0.401718	2.497755	57.567949	1852.89	13:12.2	3/16/2024	2.89
0.427	0.097	-9.735	0.100158	0.098772	-0.055787	-0.401388	2.498474	57.56801	1852.904	13:12.3	3/16/2024	2.904
0.43	0.096	-9.735	0.085027	0.069751	-0.035843	-0.401058	2.499192	57.568085	1852.918	13:12.3	3/16/2024	2.918
0.433	0.095	-9.735	0.069895	0.040731	-0.0159	-0.400729	2.499911	57.568154	1852.932	13:12.3	3/16/2024	2.932
0.444	0.077	-9.651	-0.026127	0.02862	-0.014562	-0.400399	2.50063	57.568215	1852.946	13:12.3	3/16/2024	2.946
0.431	0.13	-9.828	-0.107777	-0.041565	-0.000826	-0.40002	2.500808	57.568325	1852.96	13:12.3	3/16/2024	2.96
0.485	-0.069	-9.824	-0.002817	0.071277	-0.035944	-0.399771	2.500678	57.568447	1852.974	13:12.3	3/16/2024	2.974
0.409	0.106	-9.745	0.030314	0.064592	-0.107519	-0.399893	2.500319	57.568611	1852.988	13:12.3	3/16/2024	2.988
0.417	0.046	-9.691	-0.022517	0.05271	-0.00466	-0.40127	2.500675	57.568823	1853.002	13:12.4	3/16/2024	3.002
0.434	-0.018	-9.756	-0.026858	0.014945	-0.023114	-0.402542	2.501132	57.569342	1853.016	13:12.4	3/16/2024	3.016
0.436	-0.009	-9.743	-0.091937	0.032985	0.047589	-0.403396	2.501565	57.570271	1853.03	13:12.4	3/16/2024	3.03
0.482	0.121	-9.873	0.02535	0.003175	-0.027366	-0.402863	2.501018	57.570476	1853.044	13:12.4	3/16/2024	3.044
0.439	0.085	-9.788	0.018189	0.130566	-0.063214	-0.402464	2.500678	57.570244	1853.058	13:12.4	3/16/2024	3.058
0.426	0.135	-9.744	-0.007162	0.104366	-0.080706	-0.402164	2.500494	57.569691	1853.072	13:12.4	3/16/2024	3.072
0.42	0.174	-9.718	-0.025929	0.070026	-0.087725	-0.401865	2.500309	57.569158	1853.086	13:12.4	3/16/2024	3.086
0.414	0.212	-9.693	-0.044697	0.035687	-0.094744	-0.401565	2.500125	57.568605	1853.1	13:12.5	3/16/2024	3.1
0.407	0.251	-9.668	-0.063464	0.001348	-0.101764	-0.401265	2.49994	57.568051	1853.114	13:12.5	3/16/2024	3.114
0.468	0.08	-9.772	-0.020112	0.010979	-0.106055	-0.400966	2.499755	57.567512	1853.128	13:12.5	3/16/2024	3.128
0.458	0.049	-9.857	-0.078988	0.017874	-0.079119	-0.401091	2.499545	57.567478	1853.142	13:12.5	3/16/2024	3.142
0.41	0.045	-9.71	0.031265	0.069185	-0.013532	-0.401539	2.499608	57.567669	1853.156	13:12.5	3/16/2024	3.156
0.416	0.144	-9.796	-0.17412	0.034878	-0.041381	-0.402324	2.500044	57.568065	1853.17	13:12.5	3/16/2024	3.17
0.442	0.004	-9.7	-0.050367	0.042002	-0.004645	-0.40318	2.500252	57.568618	1853.184	13:12.5	3/16/2024	3.184
0.455	0.109	-9.748	-0.017674	-0.029835	-0.045969	-0.403807	2.500396	57.568461	1853.198	13:12.5	3/16/2024	3.198
0.497	-0.026	-9.853	-0.031061	0.024151	-0.063041	-0.404247	2.500379	57.567887	1853.212	13:12.6	3/16/2024	3.212
0.459	0.013	-9.888	0.048314	0.069769	-0.067896	-0.404604	2.499703	57.568072	1853.226	13:12.6	3/16/2024	3.226
0.395	-0.003	-9.726	-0.022657	0.052884	-0.062531	-0.404304	2.499291	57.567935	1853.24	13:12.6	3/16/2024	3.24
0.421	0.028	-9.733	-0.017888	0.035631	-0.066061	-0.40374	2.498984	57.567662	1853.254	13:12.6	3/16/2024	3.254
0.447	0.058	-9.74	-0.013119	0.018377	-0.06959	-0.403177	2.498677	57.567402	1853.268	13:12.6	3/16/2024	3.268
0.473	0.089	-9.747	-0.00835	0.001124	-0.073119	-0.402613	2.49837	57.567129	1853.282	13:12.6	3/16/2024	3.282
0.473	0.105	-9.872	-0.053282	-0.02415	-0.084005	-0.402608	2.497834	57.566692	1853.296	13:12.6	3/16/2024	3.296
0.434	-0.039	-9.792	0.083036	0.103178	-0.074493	-0.403348	2.496993	57.56603	1853.31	13:12.7	3/16/2024	3.31
0.424	0.121	-9.772	-0.073996	0.075267	-0.037665	-0.402452	2.496874	57.566357	1853.324	13:12.7	3/16/2024	3.324
0.452	0.105	-9.768	0.04326	0.021083	-0.019811	-0.40183	2.496736	57.566549	1853.338	13:12.7	3/16/2024	3.338
0.437	0.114	-9.653	-0.070036	0.015828	-0.028553	-0.40132	2.496803	57.566556	1853.352	13:12.7	3/16/2024	3.352
0.468	0.079	-9.635	0.051776	0.024657	-0.058723	-0.400248	2.498195	57.566016	1853.366	13:12.7	3/16/2024	3.366
0.42	0.056	-9.901	-0.113962	0.000416	-0.019566	-0.400367	2.498976	57.566371	1853.38	13:12.7	3/16/2024	3.38
0.488	-0.083	-9.863	0.049343	0.055845	-0.028288	-0.400833	2.499225	57.566897	1853.394	13:12.7	3/16/2024	3.394
0.485	-0.057	-9.866	0.046961	0.055571	-0.023198	-0.400975	2.498753	57.56687	1853.408	13:12.8	3/16/2024	3.408
0.481	-0.031	-9.869	0.044579	0.055298	-0.018108	-0.401117	2.498281	57.56687	1853.422	13:12.8	3/16/2024	3.422
0.477	-0.005	-9.872	0.042196	0.055024	-0.013018	-0.40126	2.497809	57.56687	1853.436	13:12.8	3/16/2024	3.436
0.474	0.021	-9.875	0.039814	0.054751	-0.007928	-0.401402	2.497337	57.566863	1853.45	13:12.8	3/16/2024	3.45
0.47	0.048	-9.878	0.037432	0.054477	-0.002838	-0.401544	2.496866	57.566863	1853.464	13:12.8	3/16/2024	3.464
0.466	0.074	-9.881	0.035049	0.054204	0.002252	-0.401686	2.496394	57.566856	1853.478	13:12.8	3/16/2024	3.478
