Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date	
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)	
0.458	0.184	-9.721	-0.073776	0.014022	0.002993	-0.433395	2.470399	57.649843	1888.492	13:47.8	3/16/2024	38.492
0.45	0.173	-9.72	0.004348	0.034242	-0.030331	-0.431628	2.471447	57.649221	1888.506	13:47.9	3/16/2024	38.506
0.468	0.114	-9.899	-0.068689	0.038334	-0.06816	-0.430546	2.471553	57.648873	1888.52	13:47.9	3/16/2024	38.52
0.425	0.042	-9.704	0.103118	0.078966	-0.033662	-0.429846	2.471478	57.648661	1888.534	13:47.9	3/16/2024	38.534
0.404	0.119	-9.733	-0.07133	0.022535	0.002209	-0.429414	2.471897	57.648518	1888.548	13:47.9	3/16/2024	38.548
0.455	0.017	-9.668	0.06107	0.019627	-0.005776	-0.429008	2.471864	57.648504	1888.562	13:47.9	3/16/2024	38.562
0.453	0.07	-9.731	0.007463	-0.070676	-0.040361	-0.428689	2.471852	57.648415	1888.576	13:47.9	3/16/2024	38.576
0.457	0.11	-9.796	0.058621	-0.06046	-0.041742	-0.428484	2.471965	57.648163	1888.59	13:47.9	3/16/2024	38.59
0.459	0.115	-9.812	0.037055	-0.052886	-0.04635	-0.428278	2.472079	57.647903	1888.604	13:48.0	3/16/2024	38.604
0.461	0.119	-9.829	0.015489	-0.045313	-0.050958	-0.428073	2.472193	57.647644	1888.618	13:48.0	3/16/2024	38.618
0.463	0.123	-9.846	-0.006077	-0.03774	-0.055566	-0.427867	2.472306	57.647391	1888.632	13:48.0	3/16/2024	38.632
0.466	0.128	-9.862	-0.027643	-0.030167	-0.060174	-0.427661	2.472419	57.647138	1888.646	13:48.0	3/16/2024	38.646
0.468	0.132	-9.879	-0.049209	-0.022594	-0.064782	-0.427455	2.472533	57.646892	1888.66	13:48.0	3/16/2024	38.66
0.47	0.136	-9.896	-0.070775	-0.015021	-0.069391	-0.42725	2.472646	57.64664	1888.674	13:48.0	3/16/2024	38.674
0.432	-0.002	-9.879	0.095741	0.047906	-0.109079	-0.427044	2.472759	57.646394	1888.688	13:48.0	3/16/2024	38.688
0.455	0.041	-9.862	-0.124863	0.087292	-0.02633	-0.426821	2.472299	57.646742	1888.702	13:48.1	3/16/2024	38.702
0.442	0.099	-9.774	-0.026445	0.053613	-0.00532	-0.426814	2.472081	57.647282	1888.716	13:48.1	3/16/2024	38.716
0.416	0.138	-9.722	-0.140864	0.051672	-0.008637	-0.427099	2.472312	57.64793	1888.73	13:48.1	3/16/2024	38.73
0.451	0.064	-9.595	-0.01639	0.057327	-0.061051	-0.426936	2.474057	57.64722	1888.744	13:48.1	3/16/2024	38.744
0.429	0.023	-9.867	-0.106467	-0.035507	-0.05674	-0.426736	2.475241	57.646899	1888.758	13:48.1	3/16/2024	38.758
0.458	-0.09	-9.827	0.021854	0.091892	-0.007144	-0.426679	2.475845	57.64707	1888.772	13:48.1	3/16/2024	38.772
0.421	0.03	-9.776	-0.058715	-0.00389	0.029303	-0.427642	2.475509	57.64845	1888.786	13:48.1	3/16/2024	38.786
0.455	-0.03	-9.77	-0.01078	0.02157	-0.015923	-0.427911	2.475338	57.648723	1888.8	13:48.1	3/16/2024	38.8
0.449	0.041	-9.784	-0.017595	0.007375	-0.033278	-0.427901	2.475236	57.648531	1888.814	13:48.2	3/16/2024	38.814
0.443	0.113	-9.797	-0.02441	-0.00682	-0.050633	-0.427892	2.475132	57.648374	1888.828	13:48.2	3/16/2024	38.828
0.444	0.136	-9.804	-0.020697	-0.011344	-0.064204	-0.427882	2.475028	57.648204	1888.842	13:48.2	3/16/2024	38.842
0.464	0.055	-9.886	-0.084501	-0.01307	-0.025147	-0.427978	2.474286	57.648081	1888.856	13:48.2	3/16/2024	38.856
0.414	0.159	-9.806	0.111201	-0.000152	-0.070494	-0.428216	2.472692	57.64804	1888.87	13:48.2	3/16/2024	38.87
0.459	0.115	-9.864	-0.023003	0.00083	-0.012992	-0.428322	2.471148	57.647944	1888.884	13:48.2	3/16/2024	38.884
0.437	0.114	-9.691	0.053569	0.062541	-0.07148	-0.428073	2.471136	57.648067	1888.898	13:48.2	3/16/2024	38.898
0.424	0.146	-9.577	-0.06925	0.095078	-0.012697	-0.427445	2.472235	57.648313	1888.912	13:48.3	3/16/2024	38.912
0.431	0.113	-9.79	-0.010685	0.062621	-0.011336	-0.42614	2.473097	57.648395	1888.926	13:48.3	3/16/2024	38.926
0.407	0.056	-9.845	-0.146043	-0.012423	-0.02223	-0.426146	2.4735	57.64845	1888.94	13:48.3	3/16/2024	38.94
0.407	0.043	-9.839	-0.120224	-0.005862	-0.018532	-0.426675	2.47372	57.64847	1888.954	13:48.3	3/16/2024	38.954
0.408	0.029	-9.834	-0.094406	0.000698	-0.014834	-0.427205	2.47394	57.64849	1888.968	13:48.3	3/16/2024	38.968
0.409	0.016	-9.828	-0.068587	0.007259	-0.011135	-0.427734	2.47416	57.648531	1888.982	13:48.3	3/16/2024	38.982
0.41	0.003	-9.822	-0.042769	0.013819	-0.007437	-0.428263	2.47438	57.648545	1888.996	13:48.3	3/16/2024	38.996
0.411	-0.011	-9.816	-0.016951	0.020379	-0.003738	-0.428793	2.4746	57.648586	1889.01	13:48.4	3/16/2024	39.01
0.411	-0.024	-9.811	0.008868	0.02694	-0.00004	-0.429322	2.47482	57.648607	1889.024	13:48.4	3/16/2024	39.024
0.448	-0.019	-9.779	-0.049479	0.008744	-0.010914	-0.430093	2.474646	57.648661	1889.038	13:48.4	3/16/2024	39.038
0.459	0.135	-9.894	-0.050083	0.030392	-0.019509	-0.430923	2.474236	57.648675	1889.052	13:48.4	3/16/2024	39.052
0.426	0.073	-9.743	0.024679	0.132463	-0.099607	-0.431025	2.474181	57.648306	1889.066	13:48.4	3/16/2024	39.066
0.415	0.238	-9.717	0.119512	0.107066	-0.04144	-0.429896	2.474293	57.648279	1889.08	13:48.4	3/16/2024	39.08
0.451	0.102	-9.828	-0.086111	0.052288	-0.018639	-0.428582	2.474398	57.648402	1889.094	13:48.4	3/16/2024	39.094
0.436	0.118	-9.734	0.068411	0.032106	-0.00098	-0.42803	2.474321	57.648518	1889.108	13:48.5	3/16/2024	39.108
0.449	0.122	-9.66	-0.156593	0.053719	-0.036202	-0.427606	2.474836	57.648156	1889.122	13:48.5	3/16/2024	39.122
0.482	0.018	-9.829	-0.038277	-0.00712	-0.017517	-0.427819	2.475114	57.648033	1889.136	13:48.5	3/16/2024	39.136
0.448	0.109	-9.911	-0.101165	0.090373	-0.046494	-0.428856	2.474945	57.648381	1889.15	13:48.5	3/16/2024	39.15
0.456	0.054	-9.856	-0.047089	0.059961	-0.032374	-0.428362	2.475371	57.648402	1889.164	13:48.5	3/16/2024	39.164
0.465	-0.001	-9.8	0.006988	0.02955	-0.018254	-0.427867	2.475797	57.648395	1889.178	13:48.5	3/16/2024	39.178
0.474	-0.044	-9.767	0.026207	-0.009333	-0.008077	-0.427455	2.476009	57.64845	1889.192	13:48.5	3/16/2024	39.192
0.488	0.077	-9.85	-0.013183	-0.055895	-0.0461	-0.427537	2.474937	57.648682	1889.206	13:48.6	3/16/2024	39.206
0.48	-0.004	-9.82	0.097327	0.072315	-0.060696	-0.428265	2.474385	57.648572	1889.22	13:48.6	3/16/2024	39.22
0.447	0.098	-9.831	0.045856	0.110068	-0.058588	-0.428992	2.474371	57.648422	1889.234	13:48.6	3/16/2024	39.234
0.429	0.065	-9.762	-0.01296	0.097474	-0.068301	-0.429068	2.475182	57.648497	1889.248	13:48.6	3/16/2024	39.248
0.46	0.125	-9.908	-0.034909	-0.005964	0.007183	-0.428491	2.475115	57.648921	1889.262	13:48.6	3/16/2024	39.262
0.451	0.124	-9.758	0.022426	0.036074	-0.041515	-0.42727	2.475192	57.648982	1889.276	13:48.6	3/16/2024	39.276
0.394	0.292	-9.663	0.039906	0.022416	-0.084792	-0.425335	2.475657	57.64847	1889.29	13:48.6	3/16/2024	39.29
0.479	0.066	-9.741	0.06768	0.001879	-0.027277	-0.42544	2.475716	57.64847	1889.304	13:48.7	3/16/2024	39.304
0.478	0.042	-9.762	0.067644	0.010088	-0.02659	-0.425545	2.475774	57.648511	1889.318	13:48.7	3/16/2024	39.318
0.477	0.017	-9.783	0.067609	0.018298	-0.025903	-0.425651	2.475833	57.648518	1889.332	13:48.7	3/16/2024	39.332
0.476	-0.007	-9.804	0.067573	0.026508	-0.025216	-0.425756	2.475892	57.648538	1889.346	13:48.7	3/16/2024	39.346
0.475	-0.032	-9.825	0.067537	0.034717	-0.024529	-0.425861	2.475951	57.648538	1889.36	13:48.7	3/16/2024	39.36
0.474	-0.056	-9.847	0.067501	0.042927	-0.023841	-0.425967	2.47601	57.648559	1889.374	13:48.7	3/16/2024	39.374
0.473	-0.081	-9.868	0.067465	0.051136	-0.023154	-0.426072	2.476068	57.648579	1889.388	13:48.7	3/16/2024	39.388
0.46	-0.091	-9.856	0.049417	0.066152	-0.029998	-0.426177	2.476127	57.6486	1889.402	13:48.8	3/16/2024	39.402
0.406	0.087	-9.781	0.00795	0.049261	-0.04676	-0.42604	2.476239	57.648695	1889.416	13:48.8	3/16/2024	39.416
0.454	-0.005	-9.758	0.046818	0.045657	-0.00778	-0.425578	2.476423	57.648907	1889.43	13:48.8	3/16/2024	39.43
0.419	0.162	-9.763	0.028914	0.0448	-0.057765	-0.424586	2.475854	57.649187	1889.444	13:48.8	3/16/2024	39.444
0.462	0.131	-9.615	0.030182	0.023346	-0.053508	-0.424337	2.476178	57.648989	1889.458	13:48.8	3/16/2024	39.458
0.467	0.075	-9.894	-0.082973	-0.023147	-0.047365	-0.424698	2.476847	57.64847	1889.472	13:48.8	3/16/2024	39.472
0.456	-0.039	-9.852	-0.039745	0.060299	-0.081456	-0.425373	2.475572	57.648115	1889.486	13:48.8	3/16/2024	39.486
0.394	0.215	-9.77	0.030759	0.086278	-0.002916	-0.425384	2.474588	57.648354	1889.5	13:48.9	3/16/2024	39.5
0.447	0.105	-9.796	-0.049261	-0.009373	0.011853	-0.42515	2.474024	57.648661	1889.514	13:48.9	3/16/2024	39.514
0.429	0.121	-9.625	0.013964	0.049014	-0.046466	-0.424969	2.474219	57.648566	1889.528	13:48.9	3/16/2024	39.528
0.399	0.113	-9.729	-0.068946	0.000999	-0.027886	-0.424823	2.475388	57.648559	1889.542	13:48.9	3/16/2024	39.542
0.435	0.012	-9.809	-0.047484	0.053371	-0.03394	-0.424972	2.476418	57.648736	1889.556	13:48.9	3/16/2024	39.556
0.442	-0.036	-9.8	-0.093777	0.072069	0.024002	-0.425507	2.477049	57.64916	1889.57	13:48.9	3/16/2024	39.57
0.408	0.081	-9.721	-0.042923	-0.019201	0.022908	-0.426007	2.476988	57.649966	1889.584	13:48.9	3/16/2024	39.584
0.397	0.043	-9.866	-0.116012	-0.046614	0.002365	-0.427282	2.475971	57.650512	1889.598	13:48.9	3/16/2024	39.598
0.499	0.015	-9.787	0.115724	0.103121	-0.044541	-0.428871	2.474663	57.650744	1889.612	13:49.0	3/16/2024	39.612
0.428	0.153	-9.696	-0.085372	0.055785	-0.089353	-0.428864	2.475907	57.650109	1889.626	13:49.0	3/16/2024	39.626
0.437	0.031	-9.793	-0.009671	0.034527	-0.045024	-0.429241	2.476281	57.650239	1889.64	13:49.0	3/16/2024	39.64
0.457	0.09	-9.981	-0.116606	-0.007305	-0.023173	-0.429446	2.476331	57.650382	1889.654	13:49.0	3/16/2024	39.654
0.459	0.076	-9.94	-0.111899	-0.003219	-0.022898	-0.428838	2.47644	57.649816	1889.668	13:49.0	3/16/2024	39.668
0.461	0.062	-9.899	-0.107193	0.000867	-0.022624	-0.428231	2.47655	57.649242	1889.682	13:49.0	3/16/2024	39.682
0.463	0.048	-9.858	-0.102487	0.004953	-0.022349	-0.427623	2.476659	57.648682	1889.696	13:49.0	3/16/2024	39.696
0.465	0.034	-9.817	-0.097781	0.009039	-0.022074	-0.427015	2.476769	57.648115	1889.71	13:49.1	3/16/2024	39.71
0.467	0.019	-9.776	-0.093075	0.013125	-0.021799	-0.426408	2.476878	57.647541	1889.724	13:49.1	3/16/2024	39.724
0.469	0.005	-9.735	-0.088368	0.017211	-0.021525	-0.4258	2.476988	57.646967	1889.738	13:49.1	3/16/2024	39.738
0.455	0	-9.719	-0.083984	0.005723	-0.020891	-0.425279	2.477057	57.646571	1889.752	13:49.1	3/16/2024	39.752
0.465	-0.088	-9.781	0.00954	0.031527	0.008448	-0.425278	2.47689	57.647159	1889.766	13:49.1	3/16/2024	39.766
0.442	-0.002	-9.842	0.022169	0.068379	0.059885	-0.4246	2.476336	57.648245	1889.78	13:49.1	3/16/2024	39.78
0.415	0.109	-9.757	0.029701	0.021292	-0.006882	-0.424173	2.475815	57.649139	1889.794	13:49.1	3/16/2024	39.794
0.445	0.163	-9.804	0.005666	-0.013863	-0.077463	-0.425055	2.475761	57.649003	1889.808	13:49.2	3/16/2024	39.808
0.461	0.026	-9.789	0.144971	-0.027441	-0.088478	-0.424988	2.475503	57.64821	1889.822	13:49.2	3/16/2024	39.822
0.472	0.042	-9.838	-0.013435	0.015141	-0.078058	-0.42443	2.475329	57.647773	1889.836	13:49.2	3/16/2024	39.836
0.428	-0.007	-9.733	0.106246	0.160364	-0.00772	-0.423425	2.475313	57.647924	1889.85	13:49.2	3/16/2024	39.85
0.411	0.144	-9.753	-0.038074	0.070645	0.016106	-0.422636	2.475253	57.649126	1889.864	13:49.2	3/16/2024	39.864
0.467	0.123	-9.81	0.025305	0.058018	0.03571	-0.422723	2.47516	57.649686	1889.878	13:49.2	3/16/2024	39.878
0.403	0.199	-9.85	-0.07892	-0.004099	-0.021747	-0.423327	2.47501	57.649658	1889.892	13:49.2	3/16/2024	39.892
0.448	0.112	-9.721	-0.088661	0.043569	-0.030839	-0.423095	2.474666	57.648907	1889.906	13:49.3	3/16/2024	39.906
0.454	0.163	-9.777	-0.108481	-0.039167	-0.057422	-0.422573	2.474861	57.648422	1889.92	13:49.3	3/16/2024	39.92
0.472	-0.013	-9.843	-0.058548	0.057423	-0.023396	-0.422032	2.47508	57.648258	1889.934	13:49.3	3/16/2024	39.934
0.405	0.115	-9.76	0.090809	0.064704	-0.037182	-0.421729	2.474825	57.648689	1889.948	13:49.3	3/16/2024	39.948
0.415	0.007	-9.656	-0.085975	0.05027	-0.025406	-0.422871	2.475	57.648921	1889.962	13:49.3	3/16/2024	39.962
0.418	-0.018	-9.72	-0.037318	-0.032439	0.027419	-0.424055	2.475343	57.649071	1889.976	13:49.3	3/16/2024	39.976
0.454	-0.032	-9.703	-0.209962	-0.027425	0.004368	-0.424976	2.475814	57.649139	1889.99	13:49.3	3/16/2024	39.99
0.476	0.075	-9.872	-0.042386	-0.054558	-0.070129	-0.424955	2.475568	57.649139	1890.004	13:49.4	3/16/2024	40.004
0.485	0.008	-9.939	-0.011186	0.022519	-0.090292	-0.424933	2.475322	57.64916	1890.018	13:49.4	3/16/2024	40.018
0.485	0.021	-9.955	-0.028605	0.010221	-0.076524	-0.424912	2.475076	57.649153	1890.032	13:49.4	3/16/2024	40.032
0.484	0.034	-9.97	-0.046024	-0.002077	-0.062757	-0.424891	2.47483	57.649167	1890.046	13:49.4	3/16/2024	40.046
0.484	0.047	-9.985	-0.063443	-0.014374	-0.048989	-0.42487	2.474584	57.64916	1890.06	13:49.4	3/16/2024	40.06
0.483	0.06	-10	-0.080862	-0.026672	-0.035222	-0.424848	2.474337	57.649174	1890.074	13:49.4	3/16/2024	40.074
0.482	0.073	-10.016	-0.098281	-0.038969	-0.021454	-0.424827	2.474091	57.649174	1890.088	13:49.4	3/16/2024	40.088
0.47	0.069	-9.996	-0.06637	-0.020413	-0.018923	-0.424806	2.473845	57.649187	1890.102	13:49.5	3/16/2024	40.102
0.441	0.014	-9.776	0.016309	0.12364	-0.020972	-0.42461	2.473844	57.649201	1890.116	13:49.5	3/16/2024	40.116
0.362	0.193	-9.696	-0.063495	0.03125	-0.018606	-0.42418	2.474167	57.649255	1890.13	13:49.5	3/16/2024	40.13
0.445	0.107	-9.684	-0.036473	0.046347	0.033164	-0.424613	2.474453	57.64974	1890.144	13:49.5	3/16/2024	40.144
0.437	0.148	-9.625	-0.052555	-0.006881	0.009719	-0.424887	2.475087	57.649932	1890.158	13:49.5	3/16/2024	40.158
0.489	0.013	-9.791	-0.077801	-0.002435	-0.039613	-0.425132	2.47577	57.649836	1890.172	13:49.5	3/16/2024	40.172
0.448	-0.003	-9.89	-0.010349	0.00325	-0.031858	-0.425912	2.475184	57.649331	1890.186	13:49.5	3/16/2024	40.186
0.432	-0.092	-9.781	-0.055363	0.0382	-0.034216	-0.42666	2.474884	57.64972	1890.2	13:49.5	3/16/2024	40.2
0.42	0.049	-9.809	-0.007725	-0.013917	-0.008772	-0.427427	2.474563	57.650451	1890.214	13:49.6	3/16/2024	40.214
0.448	0.081	-9.873	-0.046519	0.042749	-0.041284	-0.428272	2.473907	57.651134	1890.228	13:49.6	3/16/2024	40.228
0.458	0.132	-9.864	-0.087827	0.001985	-0.055723	-0.428019	2.473811	57.650232	1890.242	13:49.6	3/16/2024	40.242
0.47	0.151	-9.825	-0.121782	-0.051836	-0.054811	-0.427583	2.473808	57.649085	1890.256	13:49.6	3/16/2024	40.256
0.456	-0.063	-9.874	-0.024106	0.060443	-0.041476	-0.427147	2.473806	57.647924	1890.27	13:49.6	3/16/2024	40.27
0.432	0.137	-9.888	-0.041233	0.066428	-0.025438	-0.426238	2.473361	57.647848	1890.284	13:49.6	3/16/2024	40.284
0.442	0.116	-9.765	-0.006463	0.036146	-0.047533	-0.42586	2.472705	57.647862	1890.298	13:49.6	3/16/2024	40.298
0.425	0.163	-9.729	-0.030354	0.027742	-0.043289	-0.425749	2.472201	57.647678	1890.312	13:49.7	3/16/2024	40.312
0.437	0.079	-9.583	-0.027903	0.025208	-0.062734	-0.424845	2.473567	57.645834	1890.326	13:49.7	3/16/2024	40.326
0.411	0.074	-9.796	-0.090862	-0.045825	-0.107848	-0.424157	2.474023	57.644843	1890.34	13:49.7	3/16/2024	40.34
0.472	-0.011	-9.841	-0.024425	0.031599	-0.039019	-0.42376	2.473947	57.644372	1890.354	13:49.7	3/16/2024	40.354
0.42	0.023	-9.77	-0.148845	0.031686	-0.023952	-0.423874	2.473451	57.644386	1890.368	13:49.7	3/16/2024	40.368
0.427	0.027	-9.786	-0.124168	0.024444	-0.027052	-0.423988	2.472955	57.644406	1890.382	13:49.7	3/16/2024	40.382
0.435	0.032	-9.802	-0.099492	0.017202	-0.030152	-0.424102	2.472458	57.64442	1890.396	13:49.7	3/16/2024	40.396
0.442	0.036	-9.818	-0.074816	0.00996	-0.033252	-0.424215	2.471962	57.64444	1890.41	13:49.8	3/16/2024	40.41
0.449	0.041	-9.834	-0.05014	0.002717	-0.036352	-0.424329	2.471466	57.644461	1890.424	13:49.8	3/16/2024	40.424
0.456	0.045	-9.85	-0.025464	-0.004525	-0.039451	-0.424443	2.470969	57.644468	1890.438	13:49.8	3/16/2024	40.438
0.463	0.05	-9.866	-0.000788	-0.011767	-0.042551	-0.424557	2.470473	57.644488	1890.452	13:49.8	3/16/2024	40.452
0.447	0.087	-9.89	-0.011702	-0.014248	-0.010385	-0.42467	2.469977	57.644495	1890.466	13:49.8	3/16/2024	40.466
0.433	0.11	-9.696	0.109739	0.155447	-0.087432	-0.424337	2.470963	57.644666	1890.48	13:49.8	3/16/2024	40.48
0.409	0.166	-9.627	-0.016939	0.112919	-0.044549	-0.423291	2.472333	57.644775	1890.494	13:49.8	3/16/2024	40.494
0.477	0.08	-9.779	0.037945	0.049536	-0.011447	-0.42091	2.473177	57.644556	1890.508	13:49.9	3/16/2024	40.508
0.42	0.048	-9.86	-0.08207	-0.014695	0.001106	-0.420423	2.472824	57.643839	1890.522	13:49.9	3/16/2024	40.522
0.443	0.061	-9.709	-0.003628	0.009366	-0.026388	-0.420638	2.472368	57.643313	1890.536	13:49.9	3/16/2024	40.536
0.418	0.099	-9.833	-0.073204	-0.012609	-0.013559	-0.421367	2.472039	57.643122	1890.55	13:49.9	3/16/2024	40.55
0.492	-0.018	-9.816	0.01441	0.042867	-0.049551	-0.421464	2.471362	57.643334	1890.564	13:49.9	3/16/2024	40.564
0.383	0.175	-9.734	-0.002314	0.040493	-0.057732	-0.421068	2.471819	57.643142	1890.578	13:49.9	3/16/2024	40.578
0.415	0.039	-9.633	0.024117	0.042581	-0.074082	-0.42055	2.472892	57.642787	1890.592	13:49.9	3/16/2024	40.592
0.434	-0.003	-9.713	-0.020934	0.024245	-0.042003	-0.421514	2.472563	57.64317	1890.606	13:50.0	3/16/2024	40.606
0.453	-0.045	-9.793	-0.065986	0.005908	-0.009925	-0.422478	2.472232	57.643573	1890.62	13:50.0	3/16/2024	40.62
0.481	0.099	-9.897	0.013063	0.010204	-0.035912	-0.423469	2.471914	57.643723	1890.634	13:50.0	3/16/2024	40.634
0.449	0.08	-9.844	-0.011876	0.123277	-0.08895	-0.424527	2.471625	57.643279	1890.648	13:50.0	3/16/2024	40.648
0.434	0.151	-9.739	0.044433	0.146718	-0.093498	-0.424306	2.472175	57.64278	1890.662	13:50.0	3/16/2024	40.662
0.437	0.136	-9.836	-0.078339	0.024447	-0.028785	-0.423946	2.472418	57.642787	1890.676	13:50.0	3/16/2024	40.676
0.449	0.017	-9.79	0.055347	0.067953	0.010388	-0.423687	2.472063	57.643484	1890.69	13:50.0	3/16/2024	40.69
0.424	0.152	-9.671	-0.128304	-0.002063	-0.052153	-0.423284	2.472474	57.642733	1890.704	13:50.1	3/16/2024	40.704
0.47	0.022	-9.807	-0.054751	-0.024188	-0.050734	-0.423446	2.472528	57.642268	1890.718	13:50.1	3/16/2024	40.718
0.485	-0.023	-9.837	-0.033337	-0.00931	-0.055085	-0.424033	2.472313	57.642015	1890.732	13:50.1	3/16/2024	40.732
0.489	-0.02	-9.843	-0.007198	0.003226	-0.047924	-0.424621	2.472098	57.641735	1890.746	13:50.1	3/16/2024	40.746
0.492	-0.016	-9.85	0.018941	0.015762	-0.040763	-0.425208	2.471883	57.641483	1890.76	13:50.1	3/16/2024	40.76
0.496	-0.013	-9.857	0.04508	0.028298	-0.033602	-0.425795	2.471668	57.64121	1890.774	13:50.1	3/16/2024	40.774
0.499	-0.009	-9.864	0.071219	0.040834	-0.026441	-0.426382	2.471453	57.640957	1890.788	13:50.1	3/16/2024	40.788
0.503	-0.006	-9.87	0.097358	0.05337	-0.01928	-0.426969	2.471238	57.640684	1890.802	13:50.2	3/16/2024	40.802
0.506	-0.002	-9.877	0.123497	0.065906	-0.012118	-0.427556	2.471022	57.640424	1890.816	13:50.2	3/16/2024	40.816
0.406	0.001	-9.719	-0.076016	0.07769	-0.077928	-0.428143	2.470808	57.640164	1890.83	13:50.2	3/16/2024	40.83
0.422	0.152	-9.846	-0.003744	-0.0011	-0.004577	-0.428055	2.470603	57.641073	1890.844	13:50.2	3/16/2024	40.844
0.444	0.175	-9.782	-0.064281	0.05709	-0.057602	-0.427409	2.470632	57.641073	1890.858	13:50.2	3/16/2024	40.858
0.398	0.248	-9.603	0.008745	0.008442	-0.071883	-0.426508	2.470888	57.640383	1890.872	13:50.2	3/16/2024	40.872
0.48	0.115	-9.861	-0.099492	-0.000081	-0.046512	-0.426588	2.471455	57.639953	1890.886	13:50.2	3/16/2024	40.886
0.422	-0.04	-9.84	0.075802	0.144544	-0.001034	-0.427787	2.471282	57.6397	1890.9	13:50.3	3/16/2024	40.9
0.425	0.064	-9.777	-0.111143	0.067612	-0.063596	-0.428571	2.471027	57.639311	1890.914	13:50.3	3/16/2024	40.914
0.455	0.106	-9.792	0.024591	0.039087	-0.045738	-0.4272	2.471307	57.638436	1890.928	13:50.3	3/16/2024	40.928
0.434	0.139	-9.705	-0.052654	0.034281	0.007897	-0.42609	2.471645	57.638184	1890.942	13:50.3	3/16/2024	40.942
0.43	0.118	-9.671	0.038054	0.005487	-0.059914	-0.425722	2.472189	57.637979	1890.956	13:50.3	3/16/2024	40.956
0.435	0.077	-9.873	-0.064805	-0.013338	-0.015461	-0.426285	2.472997	57.637651	1890.97	13:50.3	3/16/2024	40.97
0.452	-0.087	-9.802	-0.000553	0.069506	-0.032333	-0.42631	2.473357	57.638081	1890.984	13:50.3	3/16/2024	40.984
0.387	0.059	-9.801	0.017479	0.005242	0.009387	-0.42619	2.473327	57.638751	1890.998	13:50.3	3/16/2024	40.998
0.445	0.001	-9.807	0.021332	0.022115	-0.006092	-0.425953	2.472907	57.639481	1891.012	13:50.4	3/16/2024	41.012
0.418	0.123	-9.73	0.092311	0.053628	-0.060942	-0.425657	2.471901	57.639591	1891.026	13:50.4	3/16/2024	41.026
0.455	0.094	-9.619	-0.01003	0.035276	-0.059647	-0.425897	2.472514	57.639242	1891.04	13:50.4	3/16/2024	41.04
0.46	0.081	-9.841	-0.018082	0.01262	-0.071214	-0.42627	2.473172	57.638819	1891.054	13:50.4	3/16/2024	41.054
0.467	0.051	-9.911	-0.081423	0.015392	-0.037761	-0.426436	2.472323	57.638641	1891.068	13:50.4	3/16/2024	41.068
0.471	0.069	-9.896	-0.100663	0.000516	-0.023259	-0.42597	2.472111	57.638389	1891.082	13:50.4	3/16/2024	41.082
0.474	0.059	-9.863	-0.098572	-0.003939	-0.022827	-0.425399	2.472006	57.638122	1891.096	13:50.4	3/16/2024	41.096
0.478	0.05	-9.831	-0.09648	-0.008394	-0.022395	-0.424827	2.4719	57.637856	1891.11	13:50.5	3/16/2024	41.11
0.481	0.041	-9.798	-0.094389	-0.012849	-0.021963	-0.424255	2.471795	57.63761	1891.124	13:50.5	3/16/2024	41.124
0.484	0.031	-9.765	-0.092297	-0.017304	-0.021531	-0.423683	2.471689	57.637337	1891.138	13:50.5	3/16/2024	41.138
0.488	0.022	-9.732	-0.090206	-0.021758	-0.021098	-0.423112	2.471584	57.637077	1891.152	13:50.5	3/16/2024	41.152
0.491	0.013	-9.699	-0.088114	-0.026213	-0.020666	-0.42254	2.471478	57.636818	1891.166	13:50.5	3/16/2024	41.166
0.395	0.037	-9.903	-0.073131	-0.042371	-0.048324	-0.423176	2.471155	57.636633	1891.18	13:50.5	3/16/2024	41.18
0.491	-0.025	-9.779	0.060184	0.101875	-0.070615	-0.423817	2.471026	57.636367	1891.194	13:50.5	3/16/2024	41.194
0.418	0.144	-9.733	0.013078	0.060938	-0.096033	-0.423266	2.471596	57.6358	1891.208	13:50.6	3/16/2024	41.208
0.434	0.027	-9.751	-0.055215	-0.004775	-0.002837	-0.424204	2.47183	57.636435	1891.222	13:50.6	3/16/2024	41.222
0.439	0.061	-9.869	-0.007727	0.018828	-0.006093	-0.425207	2.471773	57.637057	1891.236	13:50.6	3/16/2024	41.236
0.463	0.025	-9.834	-0.017869	0.036602	0.002716	-0.425966	2.471403	57.637426	1891.25	13:50.6	3/16/2024	41.25
0.452	0.128	-9.858	0.018608	0.042791	-0.098862	-0.425414	2.470567	57.636449	1891.264	13:50.6	3/16/2024	41.264
0.436	0.137	-9.632	-0.036815	0.094923	-0.073908	-0.424451	2.470668	57.636053	1891.278	13:50.6	3/16/2024	41.278
0.38	0.209	-9.689	0.029756	0.098332	-0.037888	-0.423382	2.471414	57.63606	1891.292	13:50.6	3/16/2024	41.292
0.48	0.075	-9.755	-0.015795	0.054162	-0.062931	-0.423528	2.471827	57.635711	1891.306	13:50.7	3/16/2024	41.306
0.478	0.074	-9.723	-0.072388	0.042219	-0.033604	-0.424141	2.472167	57.634495	1891.32	13:50.7	3/16/2024	41.32
