Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)
0.387	0.144	-9.837	-0.039223	-0.043815	-0.093749	-0.187855	2.339979	73.784594	2923.585	17:07:53.000	2024-03-16
0.378	0.116	-9.764	0.018976	0.046266	-0.088255	-0.187722	2.340724	73.784765	2923.599	17:07:53.014	2024-03-16
0.368	0.088	-9.691	0.077174	0.136347	-0.082760	-0.187588	2.341469	73.784935	2923.613	17:07:53.028	2024-03-16
0.427	0.041	-9.719	-0.042599	0.054675	-0.012174	-0.187400	2.342118	73.785099	2923.627	17:07:53.042	2024-03-16
0.407	0.055	-9.740	-0.007144	0.026069	-0.019434	-0.186880	2.342192	73.785325	2923.641	17:07:53.056	2024-03-16
0.428	0.048	-9.757	-0.087545	0.009695	0.006348	-0.186898	2.342024	73.785413	2923.655	17:07:53.070	2024-03-16
0.419	0.034	-9.867	0.056633	0.020930	-0.036105	-0.187152	2.341805	73.785393	2923.669	17:07:53.084	2024-03-16
0.401	0.050	-9.847	-0.018043	0.097913	-0.042558	-0.187460	2.341700	73.785236	2923.683	17:07:53.098	2024-03-16
0.462	-0.018	-9.863	0.046382	0.083779	-0.014979	-0.187469	2.341846	73.785038	2923.697	17:07:53.112	2024-03-16
0.412	-0.023	-9.798	-0.103753	0.022094	-0.045715	-0.187375	2.341963	73.785079	2923.711	17:07:53.126	2024-03-16
0.411	-0.013	-9.788	-0.102925	0.013308	-0.046327	-0.187211	2.341985	73.785434	2923.725	17:07:53.140	2024-03-16
0.410	-0.002	-9.777	-0.102096	0.004521	-0.046940	-0.187047	2.342007	73.785810	2923.739	17:07:53.154	2024-03-16
0.410	0.008	-9.766	-0.101268	-0.004265	-0.047552	-0.186882	2.342029	73.786172	2923.753	17:07:53.168	2024-03-16
0.409	0.018	-9.755	-0.100439	-0.013052	-0.048165	-0.186718	2.342051	73.786554	2923.767	17:07:53.182	2024-03-16
0.408	0.029	-9.744	-0.099611	-0.021838	-0.048777	-0.186554	2.342074	73.786923	2923.781	17:07:53.196	2024-03-16
0.407	0.039	-9.734	-0.098782	-0.030625	-0.049389	-0.186390	2.342096	73.787285	2923.795	17:07:53.210	2024-03-16
0.407	0.049	-9.723	-0.097953	-0.039411	-0.050002	-0.186225	2.342118	73.787647	2923.809	17:07:53.224	2024-03-16
0.418	0.045	-9.733	0.000595	-0.016940	-0.045004	-0.186061	2.342140	73.788029	2923.823	17:07:53.238	2024-03-16
0.454	0.009	-9.827	-0.011534	0.067552	-0.057753	-0.186300	2.341977	73.787415	2923.837	17:07:53.252	2024-03-16
0.446	0.001	-9.815	0.010215	0.049594	-0.029266	-0.186267	2.342206	73.787155	2923.851	17:07:53.266	2024-03-16
0.392	0.032	-9.801	-0.054434	0.077414	-0.019401	-0.185785	2.343000	73.787572	2923.865	17:07:53.280	2024-03-16
0.404	0.084	-9.815	0.004452	0.038591	0.018979	-0.185796	2.342398	73.787975	2923.879	17:07:53.294	2024-03-16
0.398	0.108	-9.674	-0.034271	0.057377	0.007890	-0.185223	2.342278	73.788173	2923.893	17:07:53.308	2024-03-16
0.426	0.062	-9.678	0.104423	0.049609	-0.077494	-0.184285	2.342485	73.788350	2923.907	17:07:53.322	2024-03-16
0.430	0.058	-9.869	-0.006414	0.028902	-0.026306	-0.183787	2.342480	73.789252	2923.921	17:07:53.336	2024-03-16
0.453	-0.068	-9.837	0.011285	0.085001	-0.073633	-0.184595	2.342518	73.789628	2923.935	17:07:53.350	2024-03-16
0.424	-0.004	-9.855	-0.071736	0.058133	0.018415	-0.185610	2.342499	73.789928	2923.949	17:07:53.364	2024-03-16
0.422	-0.053	-9.816	-0.009160	0.031257	0.005802	-0.185839	2.342293	73.790577	2923.963	17:07:53.378	2024-03-16
0.425	0.085	-9.695	-0.055002	0.028207	-0.019998	-0.184907	2.342557	73.790270	2923.977	17:07:53.392	2024-03-16
0.429	0.058	-9.641	0.030335	0.079961	-0.046030	-0.183926	2.343070	73.789874	2923.991	17:07:53.406	2024-03-16
0.353	0.144	-9.756	-0.006456	0.020795	-0.093019	-0.183138	2.343810	73.789553	2924.005	17:07:53.420	2024-03-16
0.461	-0.000	-9.792	0.008773	0.060904	-0.012510	-0.184063	2.343366	73.789812	2924.019	17:07:53.434	2024-03-16
0.365	0.061	-9.808	-0.021143	-0.002355	0.009926	-0.184095	2.342530	73.790249	2924.033	17:07:53.448	2024-03-16
0.444	-0.007	-9.868	0.003697	0.029161	0.012577	-0.183515	2.341512	73.790768	2924.047	17:07:53.462	2024-03-16
