Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)
0.321	-0.130	-9.779	-0.075981	0.121050	-0.023545	0.898903	1.448986	10.044967	2055.405	00:34:13.000	2024-01-18
0.319	-0.134	-9.778	-0.053398	0.116073	-0.028752	0.899777	1.448380	10.044639	2055.419	00:34:13.014	2024-01-18
0.318	-0.137	-9.776	-0.030814	0.111095	-0.033958	0.900650	1.447774	10.044309	2055.433	00:34:13.028	2024-01-18
0.316	-0.141	-9.774	-0.008231	0.106118	-0.039165	0.901523	1.447168	10.043978	2055.447	00:34:13.042	2024-01-18
0.314	-0.145	-9.773	0.014353	0.101141	-0.044372	0.902397	1.446562	10.043647	2055.461	00:34:13.056	2024-01-18
0.313	-0.149	-9.771	0.036936	0.096164	-0.049579	0.903270	1.445956	10.043317	2055.475	00:34:13.070	2024-01-18
0.311	-0.152	-9.769	0.059519	0.091186	-0.054785	0.904143	1.445350	10.042987	2055.489	00:34:13.084	2024-01-18
0.310	-0.156	-9.768	0.082103	0.086209	-0.059992	0.905017	1.444744	10.042658	2055.503	00:34:13.098	2024-01-18
0.307	-0.160	-9.772	0.089590	0.078364	-0.060923	0.905890	1.444139	10.042326	2055.517	00:34:13.112	2024-01-18
0.307	-0.164	-9.796	0.024100	0.063694	-0.057862	0.906582	1.443553	10.042033	2055.531	00:34:13.126	2024-01-18
0.317	-0.142	-9.792	-0.054171	0.081826	-0.048095	0.907032	1.442996	10.041791	2055.545	00:34:13.140	2024-01-18
0.317	-0.130	-9.791	-0.034675	0.034779	-0.032191	0.907165	1.442253	10.041652	2055.559	00:34:13.154	2024-01-18
0.299	-0.133	-9.786	0.075868	0.019170	-0.069704	0.908439	1.441484	10.041491	2055.573	00:34:13.168	2024-01-18
0.283	-0.150	-9.762	0.084280	0.112785	-0.005265	0.910041	1.441222	10.041400	2055.587	00:34:13.182	2024-01-18
0.276	-0.179	-9.772	-0.121177	0.250804	-0.028300	0.908481	1.444121	10.041805	2055.601	00:34:13.196	2024-01-18
0.284	-0.181	-9.782	-0.349866	0.393758	0.006750	0.901028	1.449612	10.043144	2055.615	00:34:13.210	2024-01-18
0.324	-0.164	-9.784	-0.443277	0.335456	-0.030584	0.892555	1.454848	10.044247	2055.629	00:34:13.224	2024-01-18
0.338	-0.122	-9.814	-0.431897	0.218293	-0.049865	0.887422	1.456851	10.043831	2055.643	00:34:13.238	2024-01-18
0.324	-0.109	-9.804	-0.216578	0.114178	-0.045551	0.887721	1.456442	10.043664	2055.657	00:34:13.252	2024-01-18
0.306	-0.102	-9.788	0.037720	0.014031	-0.037871	0.888926	1.455632	10.043540	2055.671	00:34:13.266	2024-01-18
0.312	-0.113	-9.783	0.105411	0.039615	-0.044547	0.890130	1.454822	10.043414	2055.685	00:34:13.280	2024-01-18
0.305	-0.156	-9.760	0.026622	0.159027	-0.017713	0.890318	1.456186	10.044010	2055.699	00:34:13.294	2024-01-18
0.296	-0.177	-9.776	-0.149123	0.249872	0.010683	0.888583	1.458115	10.044504	2055.713	00:34:13.308	2024-01-18
0.302	-0.171	-9.792	-0.322435	0.303499	0.002193	0.885257	1.460536	10.044942	2055.727	00:34:13.322	2024-01-18
0.310	-0.146	-9.801	-0.335387	0.298761	-0.020868	0.881028	1.463371	10.045504	2055.741	00:34:13.336	2024-01-18
0.314	-0.133	-9.795	-0.280064	0.288504	-0.030161	0.877512	1.465860	10.045912	2055.755	00:34:13.350	2024-01-18
0.296	-0.124	-9.779	-0.262991	0.232306	0.045690	0.875514	1.467097	10.046068	2055.769	00:34:13.364	2024-01-18
0.297	-0.121	-9.784	-0.239145	0.205182	0.038947	0.876596	1.465548	10.045748	2055.783	00:34:13.378	2024-01-18
0.299	-0.119	-9.789	-0.215298	0.178057	0.032205	0.877679	1.464000	10.045431	2055.797	00:34:13.392	2024-01-18
0.300	-0.117	-9.794	-0.191452	0.150933	0.025462	0.878761	1.462451	10.045113	2055.811	00:34:13.406	2024-01-18
0.301	-0.114	-9.800	-0.167606	0.123808	0.018719	0.879843	1.460903	10.044794	2055.825	00:34:13.420	2024-01-18
0.302	-0.112	-9.805	-0.143759	0.096684	0.011977	0.880925	1.459354	10.044474	2055.839	00:34:13.434	2024-01-18
0.304	-0.110	-9.810	-0.119913	0.069559	0.005234	0.882008	1.457806	10.044158	2055.853	00:34:13.448	2024-01-18
0.312	-0.106	-9.806	-0.085102	0.047602	-0.009212	0.883053	1.456403	10.043873	2055.867	00:34:13.462	2024-01-18
0.352	-0.105	-9.773	0.022957	0.066310	-0.032657	0.883877	1.455870	10.043785	2055.881	00:34:13.476	2024-01-18
0.335	-0.135	-9.797	0.068126	0.118887	-0.034195	0.884852	1.455955	10.043644	2055.895	00:34:13.490	2024-01-18
0.304	-0.162	-9.784	-0.018060	0.121743	-0.041362	0.885316	1.456155	10.043620	2055.909	00:34:13.504	2024-01-18
0.285	-0.154	-9.793	-0.124129	0.120558	-0.006473	0.884355	1.456024	10.043954	2055.923	00:34:13.518	2024-01-18
0.314	-0.114	-9.807	-0.065109	0.063609	-0.018511	0.884613	1.455360	10.044057	2055.937	00:34:13.532	2024-01-18
0.335	-0.113	-9.771	0.017564	0.083418	-0.047748	0.885483	1.455277	10.044223	2055.951	00:34:13.546	2024-01-18
0.317	-0.164	-9.784	0.078247	0.168858	0.021929	0.886900	1.456088	10.044529	2055.965	00:34:13.560	2024-01-18
0.285	-0.184	-9.787	-0.074427	0.149291	0.018188	0.885690	1.456029	10.044998	2055.979	00:34:13.574	2024-01-18
0.296	-0.149	-9.801	-0.196338	0.072306	-0.029861	0.885000	1.455516	10.045121	2055.993	00:34:13.588	2024-01-18
0.312	-0.121	-9.791	-0.060171	0.050834	-0.036907	0.884698	1.454660	10.044989	2056.007	00:34:13.602	2024-01-18
0.327	-0.095	-9.777	0.101755	0.043345	-0.032606	0.884396	1.453806	10.044854	2056.021	00:34:13.616	2024-01-18
0.288	-0.136	-9.767	0.280879	0.046806	-0.045023	0.886165	1.453777	10.044841	2056.035	00:34:13.630	2024-01-18
0.268	-0.184	-9.783	0.016788	0.152422	-0.004087	0.887144	1.454297	10.044902	2056.049	00:34:13.644	2024-01-18
0.290	-0.175	-9.792	-0.297426	0.184117	-0.022464	0.884076	1.455368	10.045022	2056.063	00:34:13.658	2024-01-18
