358		0		0		3.99
373		0		0		3.98
388		0		0		3.97
403		0		0		3.97
417		0		0		3.96
433		0		0		3.96
448		0		0		3.95
462		0		0		3.95
478		0		0		3.94
493		0		0		3.93
507		0		0		3.93
523		0		0		3.92
537		0		0		3.92
552		0		0		3.91
568		0		0		3.91
582		0		0		3.9
598		0		0		3.89
613		0		0		3.89
627		0		0		3.88
643		0		0		3.88
657		0		0		3.87
672		0		0		3.86
688		0		0		3.86
702		0		0		3.85
717		0		0		3.85
733		0		0		3.84
747		0		0		3.84
762		0		0		3.83
777		0		0		3.82
792		0		0		3.82
807		0		0		3.81
822		0		0		3.81
837		0		0		3.8
852		0		0		3.8
867		0		0		3.79
882		0		0		3.78
897		0		0		3.78
912		0		0		3.77
927		0		0		3.77
942		0		0		3.76
957		0		0		3.76
972		0		0		3.75
987		0		0		3.75
1002		0		0		3.74
1016		0		0		3.74
1032		0		0		3.73
1047		0		0		3.72
1061		0		0		3.72
1077		0		0		3.71
1092		0		0		3.71
1106		0		0		3.7
1122		0		0		3.7
1136		0		0		3.69
1152		0		0		3.68
1167		0		0		3.68
1181		0		0		3.67
1197		0		0		3.67
1212		0		0		3.66
1226		0		0		3.66
1242		0		0		3.65
1256		0		0		3.64
1271		0		0		3.64
1287		0		0		3.63
1301		0		0		3.63
1316		0		0		3.62
1332		0		0		3.62
1346		0		0		3.61
1361		0		0		3.6
1376		0		0		3.6
1391		0		0		3.59
1406		0		0		3.59
1421		0		0		3.58
1436		0		0		3.58
1452		0		0		3.57
1466		0		0		3.57
1481		0		0		3.56
1496		0		0		3.56
1511		0		0		3.55
1526		0		0		3.55
1541		0		0		3.54
1556		0		0		3.54
1571		0		0		3.53
1586		0		0		3.53
1601		0		0		3.52
1615		0		0		3.52
1631		0		0		3.51
1646		0		0		3.51
1660		0		0		3.51
1676		0		0		3.5
1691		0		0		3.5
1705		0		0		3.49
1721		0		0		3.48
1735		0		0		3.48
1751		0		0		3.48
1766		0		0		3.47
1780		0		0		3.46
1796		0		0		3.46
1811		0		0		3.45
1825		0		0		3.45
1841		0		0		3.44
1855		0		0		3.44
1870		0		0		3.43
1886		0		0		3.43
1900		0		0		3.42
1915		0		0		3.42
1931		0		0		3.41
1945		0		0		3.41
1960		0		0		3.4
1975		0		0		3.4
1990		0		0		3.39
2006		0		0		3.38
2020		0		0		3.38
2035		0		0		3.37
2051		0		0		3.37
2065		0		0		3.36
2080		0		0		3.36
2095		0		0		3.35
2110		0		0		3.35
2125		0		0		3.34
2140		0		0		3.33
2155		0		0		3.33
2170		0		0		3.33
2185		0		0		3.32
2200		0		0		3.32
2214		0		0		3.31
2230		0		0		3.31
2245		0		0		3.3
2259		0		0		3.3
2275		0		0		3.29
2290		0		0		3.29
2305		0		0		3.28
2320		0		0		3.28
2334		0		0		3.27
2350		0		0		3.27
2365		0		0		3.26
2379		0		0		3.26
2395		0		0		3.26
2410		0		0		3.25
2424		0		0		3.25
2440		0		0		3.24
2455		0		0		3.24
2469		0		0		3.23
2485		0		0		3.23
2499		0		0		3.22
2514		0		0		3.22
2530		0		0		3.21
2544		0		0		3.2
2560		0		0		3.2
2575		0		0		3.19
2589		0		0		3.19
2605		0		0		3.19
2619		0		0		3.18
2634		0		0		3.17
2650		0		0		3.17
2664		0		0		3.16
2679		0		0		3.16
2694		0		0		3.16
2709		0		0		3.15
