Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Roll	Pitch	Yaw	Time Stamp	    UTC Time	UTC Date
(m.s^-2)	(m.s^-2)	(m.s^-2)	(°.s^-1)	(°.s^-1)	(°.s^-1)	(°)	(°)	(°)	(s)	(HH:MM:SS.SS	(YYYY-MM-DD)
-0.376	0.015	-9.801	0.115643	0.229182	0.023691	0.004707	-2.184517	26.619216	638.538	01:22:13.290	2024-01-18
-0.331	-0.007	-9.784	0.063745	0.103040	0.023060	0.005299	-2.184506	26.619482	638.552	01:22:13.304	2024-01-18
-0.334	-0.005	-9.761	-0.168711	-0.288808	0.007598	0.003277	-2.189123	26.619409	638.566	01:22:13.318	2024-01-18
-0.372	0.015	-9.783	-0.291016	-0.545331	-0.070269	-0.000690	-2.196708	26.619151	638.580	01:22:13.332	2024-01-18
-0.407	0.040	-9.813	-0.211348	-0.323170	-0.010043	-0.003204	-2.200818	26.619160	638.594	01:22:13.346	2024-01-18
-0.411	0.049	-9.814	0.013725	0.192153	0.069822	-0.003349	-2.199637	26.619585	638.608	01:22:13.360	2024-01-18
-0.378	0.044	-9.809	0.148242	0.289619	0.015387	-0.004655	-2.202206	26.619641	638.622	01:22:13.374	2024-01-18
-0.427	0.059	-9.828	0.105121	0.310854	0.010869	-0.005961	-2.204776	26.619711	638.636	01:22:13.388	2024-01-18
-0.476	0.073	-9.846	0.062001	0.332089	0.006352	-0.007267	-2.207346	26.619774	638.650	01:22:13.402	2024-01-18
-0.525	0.088	-9.864	0.018880	0.353324	0.001834	-0.008572	-2.209915	26.619841	638.664	01:22:13.416	2024-01-18
-0.574	0.102	-9.883	-0.024241	0.374559	-0.002684	-0.009878	-2.212485	26.619906	638.678	01:22:13.430	2024-01-18
-0.491	0.087	-9.890	0.845722	2.109350	-0.039210	-0.005390	-2.202590	26.620140	638.692	01:22:13.444	2024-01-18
-0.380	0.029	-9.825	1.367840	3.038383	0.046354	0.013582	-2.161533	26.620806	638.706	01:22:13.458	2024-01-18
-0.226	-0.048	-9.728	1.117692	2.286343	0.098102	0.024947	-2.138636	26.621738	638.720	01:22:13.472	2024-01-18
-0.143	-0.092	-9.643	0.091918	0.164277	0.047708	0.025708	-2.137826	26.622092	638.734	01:22:13.486	2024-01-18
-0.220	-0.062	-9.648	-0.987509	-2.043807	-0.083446	0.014020	-2.162428	26.621637	638.748	01:22:13.500	2024-01-18
-0.383	0.014	-9.784	-1.350734	-2.701367	-0.108382	-0.003796	-2.199167	26.619926	638.762	01:22:13.514	2024-01-18
-0.517	0.095	-9.915	-0.780535	-1.626152	-0.062675	-0.011692	-2.215964	26.619044	638.776	01:22:13.528	2024-01-18
-0.555	0.102	-9.923	0.264405	0.583680	-0.008127	-0.009995	-2.213137	26.618962	638.790	01:22:13.542	2024-01-18
-0.445	0.049	-9.840	1.020115	2.156839	0.064238	0.004630	-2.182299	26.619897	638.804	01:22:13.556	2024-01-18
-0.371	0.006	-9.789	0.796380	1.705370	0.064422	0.011960	-2.166324	26.620065	638.818	01:22:13.570	2024-01-18
