Time,Alpha_L1i,Alpha_L1o,Alpha_L2i,Alpha_L2o,Alpha_L3i,Alpha_L3o,Alpha_L4i,Alpha_L4o,Alpha_R1i,Alpha_R1o,Alpha_R2i,Alpha_R2o,Alpha_R3i,Alpha_R3o,Alpha_R4i,Alpha_R4o,AVz,AVz_2,Ay,Ay_2,Bk_Stat,Fx_L1,Fx_L2,Fx_R1,Fx_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L1i,Fz_L2,Fz_L2i,Fz_L2o,Fz_R1,Fz_R1i,Fz_R2,Fz_R2i,Fz_R2o,GearStat,Lat_Targ,Lat_Veh,Pitch,PitchGL1,PitchGL2,PitchGR1,PitchGR2,PitchO1,Pitch_2,Pitch_A2,Pitch_A3,Pitch_A4,Roll,RollGL1,RollGL2,RollGR1,RollGR2,RollO_1,Roll_2,Roll_A2,Roll_A3,Roll_A4,Roll_E,Roll_E_2,Roll_L1,Roll_L2,Roll_L3,Roll_L4,Roll_R1,Roll_R2,Roll_R3,Roll_R4,Rot_L1,Rot_L2,Rot_L3,Rot_L4,Rot_R1,Rot_R2,Rot_R3,Rot_R4,Station,Steer_L1,Steer_L2,Steer_R1,Steer_R2,Steer_SW,VisO_1,Vx,VxTarget,Vxz_Fwd,Vx_2,Xctc_L1o,Xctc_L2o,Xctc_R1o,Xctc_R2o,Xo,Xo_2,X_A2,X_A3,X_A4,X_L1,X_L2,X_L3,X_L4,X_Obj_1,X_R1,X_R2,X_R3,X_R4,Yaw,YawO_1,Yaw_2,Yaw_L1,Yaw_L2,Yaw_L3,Yaw_L4,Yaw_R1,Yaw_R2,Yaw_R3,Yaw_R4,Yctc_L1o,Yctc_L2o,Yctc_R1o,Yctc_R2o,Yo,Yo_2,Y_A2,Y_A3,Y_A4,Y_L1,Y_L2,Y_L3,Y_L4,Y_Obj_1,Y_R1,Y_R2,Y_R3,Y_R4,Zgnd_L1o,Zgnd_L2o,Zgnd_R1o,Zgnd_R2o,Zo,Zo_2,Z_A2,Z_A3,Z_A4,Z_L1,Z_L2,Z_L3,Z_L4,Z_Obj_1,Z_R1,Z_R2,Z_R3,Z_R4
        1.525, 0.0561527460814,             0, 1.92584653436e-16, 1.92584653436e-16, 2.75815606375e-16,             0, 8.42896620675e-16,             0, -0.0561527460814,             0, 1.92584653436e-16, 1.92584653436e-16, 2.75815606375e-16,             0, 8.42896620675e-16,             0, -3.07603747034e-16, 7.84419954156e-16, -1.5012376794e-15, 2.45530155105e-16,             0, -57.8176574707, -219.639770508, -57.8176574707, -219.639770508, -85.0716018677, -2.63576899022e-12, 85.0716018677, -2.63576899022e-12, 9204.83691406, 9204.83691406,  34767.265625, 17383.6328125, 17383.6328125, 9204.83691406, 9204.83691406,  34767.265625, 17383.6328125, 17383.6328125,             1,             0, -6.38568460922e-18, -2.0902402401,             0,             0,             0,             0,             0, 0.321743071079, -2.0902402401, 0.321743071079, 0.321743071079, 5.33487571806e-18,             0,             0,             0,             0,             0, -1.41069340428e-16, 8.56501121243e-17, -2.74167439079e-16, 1.83816552178e-16, 5.3384280452e-18, -1.41071577125e-16, -0.311280459166, 8.55931226889e-17, -2.74163124505e-16, 1.83813653737e-16, 0.311280459166, 8.55931226889e-17, -2.74163124505e-16, 1.83813653737e-16, 11.9758443832, 11.9801454544, 13.4390335083,  13.438990593, 11.9758443832, 11.9801454544, 13.4390335083,  13.438990593, 29.5995635986, -0.0435917787254,             0, 0.0435917787254,             0, 5.30654621807e-15,             1, 69.4804916382,            70, 69.4895477295, 69.6466827393, 29.5853805542, 26.2337837219, 29.5853805542, 26.2337837219, 29.5995635986, 26.1655540466, 26.2337837219, 20.2729320526, 19.4579143524, 29.5853824615, 26.2337837219, 20.2729320526, 19.4579143524, 41.1811561584, 29.5853824615, 26.2337837219, 20.2729320526, 19.4579143524, -2.81642663657e-16,             0, 5.38524357274e-17, -0.0549819543958, -2.78518700268e-16, 5.53920107533e-17, 5.28202235108e-17, 0.0549819543958, -2.78518700268e-16, 5.53920107533e-17, 5.28202235108e-17, 0.873175859451, 1.09500002861, -0.873175859451, -1.09500002861, -6.38568460922e-18, 7.40126718681e-18, 9.81437719957e-18, 2.51443901742e-18, 2.98923055606e-18, 0.875260233879, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875260233879, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00159401562996, -0.120940223336, 0.36737126112, 0.319087326527, 0.318286240101, 0.383658021688, 0.36737126112, 0.319087326527, 0.318286240101,             0, 0.383658021688, 0.36737126112, 0.319087326527, 0.318286240101
         1.55, 0.0560478121042,             0, -6.45319568283e-16, -6.45319568283e-16, 1.32232430978e-16,             0, 4.0154991822e-16,             0, -0.0560478121042,             0, -6.45319568283e-16, -6.45319568283e-16, 1.32232430978e-16,             0, 4.0154991822e-16,             0, 8.62485686948e-16, 2.86276675032e-16, 2.94660342446e-16, -5.45429131632e-17,             0, -75.1092376709, -242.399383545, -75.1092376709, -242.399383545, -80.4384536743, -1.11430818999e-12, 80.4384536743, -1.11430818999e-12, 9210.08496094, 9210.08496094, 32524.9023438, 16262.4511719, 16262.4511719, 9210.08496094, 9210.08496094, 32524.9023438, 16262.4511719, 16262.4511719,             1,             0, -8.58711993041e-18, -2.04692173004,             0,             0,             0,             0,             0, 0.248765334487, -2.04692173004, 0.248765334487, 0.248765334487, -3.00334126469e-17,             0,             0,             0,             0,             0, 1.5177299138e-16, -1.11306667305e-16, -4.95322666027e-17, 3.11132115716e-16, -3.00525866935e-17, 1.51774420749e-16, -0.309717267752, -1.11235635651e-16, -4.95318000728e-17, 3.1112917757e-16, 0.309717267752, -1.11235635651e-16, -4.95318000728e-17, 3.1112917757e-16, 12.1710748672,  12.175321579, 13.6587905884,  13.658747673, 12.1710748672,  12.175321579, 13.6587905884,  13.658747673,  30.081571579, -0.0433209836483,             0, 0.0433209836483,             0, 5.22845867418e-15,             1, 69.5071487427,            70, 69.5125961304, 69.6343612671, 30.0676765442, 26.7159957886, 30.0676765442, 26.7159957886,  30.081571579, 26.6497077942, 26.7159957886, 20.7565326691, 19.9415206909, 30.0676784515, 26.7159957886, 20.7565326691, 19.9415206909, 41.6670036316, 30.0676784515, 26.7159957886, 20.7565326691, 19.9415206909, -2.6615662498e-16,             0, 7.02271575497e-17, -0.0544182695448, -2.70132279997e-16, 7.04422178915e-17, 6.88762988175e-17, 0.0544182695448, -2.70132279997e-16, 7.04422178915e-17, 6.88762988175e-17, 0.873186886311, 1.09500002861, -0.873186886311, -1.09500002861, -8.58711993041e-18, 1.08621627456e-17, 7.31364146298e-18, 2.02912015791e-18, 2.01494310939e-18, 0.875260710716, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875260710716, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00169579149224, -0.118455566466, 0.369604676962, 0.314810067415,   0.313580513, 0.383647620678, 0.369604676962, 0.314810067415,   0.313580513,             0, 0.383647620678, 0.369604676962, 0.314810067415,   0.313580513
        1.575, 0.0567117035389,             0, 2.7333833676e-15, 2.7333833676e-15, -5.18185210239e-17,             0, 4.90050593997e-16,             0, -0.0567117035389,             0, 2.7333833676e-15, 2.7333833676e-15, -5.18185210239e-17,             0, 4.90050593997e-16,             0, -6.62723395432e-16, -2.51757779561e-16, -9.46664774159e-16, 1.57164501674e-16,             0, -85.0185775757, -259.836029053, -85.0185775757, -259.836029053, -78.5696868896, -1.62543492121e-12, 78.5696868896, -1.62543492121e-12, 9234.15039062, 9234.15039062, 32083.7949219, 16041.8974609, 16041.8974609, 9234.15039062, 9234.15039062, 32083.7949219, 16041.8974609, 16041.8974609,             1,             0, -8.85024277454e-18, -2.03555727005,             0,             0,             0,             0,             0, 0.204513803124, -2.03555727005, 0.204513803124, 0.204513803124, 6.17766274723e-17,             0,             0,             0,             0,             0, 2.45227817282e-16, 2.73788259486e-16, 1.72482973411e-16, 2.78375048775e-16, 6.181563731e-17, 2.45229378999e-16, -0.306994855404, 2.73615491235e-16, 1.72481874915e-16, 2.78373275299e-16, 0.306994855404, 2.73615491235e-16, 1.72481874915e-16, 2.78373275299e-16, 12.3665037155, 12.3707237244, 13.8785018921, 13.8784589767, 12.3665037155, 12.3707237244, 13.8785018921, 13.8784589767, 30.5643463135, -0.0428649522364,             0, 0.0428649522364,             0, 5.32949996391e-15,             1, 69.5790405273,            70, 69.5772094727,  69.613243103, 30.5505237579, 27.1988277435, 30.5505237579, 27.1988277435, 30.5643463135, 27.1335277557, 27.1988277435, 21.2400245667, 20.4250144958, 30.5505256653, 27.1988277435, 21.2400245667, 20.4250144958, 42.1605491638, 30.5505256653, 27.1988277435, 21.2400245667, 20.4250144958, -2.70860225406e-16,             0, 5.86302243281e-17, -0.0538033694029, -2.61135360729e-16, 5.80145571069e-17, 5.7636581889e-17, 0.0538033694029, -2.61135360729e-16, 5.80145571069e-17, 5.7636581889e-17, 0.873205900192, 1.09500002861, -0.873205900192, -1.09500002861, -8.85024277454e-18, 1.0646965919e-17, 6.16242980266e-18, 2.68061670735e-18, 2.14629690912e-18, 0.875261306763, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875261306763, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.001883808407, -0.117972269654, 0.370044022799, 0.311611354351, 0.310456216335, 0.383599758148, 0.370044022799, 0.311611354351, 0.310456216335,             0, 0.383599758148, 0.370044022799, 0.311611354351, 0.310456216335
          1.6, 0.0573451295495,             0, -1.09194574769e-15, -1.09194574769e-15, -4.39513590809e-16,             0, -1.20636984035e-15,             0, -0.0573451295495,             0, -1.09194574769e-15, -1.09194574769e-15, -4.39513590809e-16,             0, -1.20636984035e-15,             0, 1.08867576376e-16, -1.25515989102e-15, 2.95974593473e-15, -5.56344633465e-16,             0, -83.0165328979, -267.071929932, -83.0165328979, -267.071929932, -80.0503311157, -1.94448276924e-12, 80.0503311157, -1.94448276924e-12, 9268.97949219, 9268.97949219,   34128.03125,  17064.015625,  17064.015625, 9268.97949219, 9268.97949219,   34128.03125,  17064.015625,  17064.015625,             1,             0, -6.83856061792e-18, -2.06867909431,             0,             0,             0,             0,             0, 0.203637480736, -2.06867909431, 0.203637480736, 0.203637480736, 3.4124305173e-16,             0,             0,             0,             0,             0, 2.07555921074e-16, 3.8275071017e-16, 1.42682077925e-16, 1.57631984451e-16, 3.41465609636e-16, 2.07557231328e-16, -0.302491813898, 3.82501258967e-16, 1.42681177953e-16, 1.57630978599e-16, 0.302491813898, 3.82501258967e-16, 1.42681177953e-16, 1.57630978599e-16, 12.5622558594, 12.5664796829, 14.0981578827,  14.098115921, 12.5622558594, 12.5664796829, 14.0981578827,  14.098115921, 31.0482463837, -0.0421265698969,             0, 0.0421265698969,             0, 5.45531527327e-15,             1, 69.6604309082,            70, 69.6512374878, 69.5900650024, 31.0341968536, 27.6825790405, 31.0341968536, 27.6825790405, 31.0482463837, 27.6168785095, 27.6825790405, 21.7233715057, 20.9083633423,  31.034198761, 27.6825790405, 21.7233715057, 20.9083633423, 42.6567878723,  31.034198761, 27.6825790405, 21.7233715057, 20.9083633423, -2.8826225261e-16,             0, 3.32190307696e-17, -0.0530804358423, -2.744459541e-16, 3.27119194233e-17, 3.26587846495e-17, 0.0530804358423, -2.744459541e-16, 3.27119194233e-17, 3.26587846495e-17, 0.873237073421, 1.09500002861, -0.873237073421, -1.09500002861, -6.83856061792e-18, 8.37154921815e-18, 6.97719319345e-18, 3.30641875221e-18, 2.88291489308e-18, 0.875261902809, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875261902809, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00216941791587, -0.12025398016, 0.368007928133, 0.310054123402, 0.309419602156, 0.383530557156, 0.368007928133, 0.310054123402, 0.309419602156,             0, 0.383530557156, 0.368007928133, 0.310054123402, 0.309419602156
        1.625, 0.0570980086923,             0, -1.49862235929e-15, -1.49862235929e-15, 5.52290574961e-16,             0, 7.35082402561e-16,             0, -0.0570980086923,             0, -1.49862235929e-15, -1.49862235929e-15, 5.52290574961e-16,             0, 7.35082402561e-16,             0, 4.27988357602e-16, -1.47896515981e-15, -1.49171660555e-15, 2.64414675254e-16,             0, -70.2070922852, -263.537628174, -70.2070922852, -263.537628174, -83.3894348145, -4.80991277623e-13, 83.3894348145, -4.80991277623e-13,     9299.0625,     9299.0625, 38174.7304688, 19087.3652344, 19087.3652344,     9299.0625,     9299.0625, 38174.7304688, 19087.3652344, 19087.3652344,             1,             0, -1.0374006243e-17, -2.13834452629,             0,             0,             0,             0,             0, 0.242211967707, -2.13834452629, 0.242211967707, 0.242211967707, 2.0972538421e-16,             0,             0,             0,             0,             0, 3.60982863398e-16, 9.88932141743e-17, 3.16193031696e-16, 3.66587945108e-16, 2.09871523863e-16, 3.60986092711e-16, -0.296649992466, 9.88243530427e-17, 3.1619019943e-16, 3.66584662855e-16, 0.296649992466, 9.88243530427e-17, 3.1619019943e-16, 3.66584662855e-16, 12.7583036423,  12.762553215, 14.3177652359, 14.3177223206, 12.7583036423,  12.762553215, 14.3177652359, 14.3177223206, 31.5330982208, -0.0411821193993,             0, 0.0411821193993,             0, 5.29014427208e-15,             1, 69.7127151489,            70, 69.6992416382, 69.5721359253, 31.5185718536, 28.1671180725, 31.5185718536, 28.1671180725, 31.5330982208, 28.0997982025, 28.1671180725, 22.2065830231,  21.391576767,  31.518573761, 28.1671180725, 22.2065830231,  21.391576767, 43.1496391296,  31.518573761, 28.1671180725, 22.2065830231,  21.391576767, -2.61098117749e-16,             0, 1.38270419316e-17, -0.0522873774171, -2.57408177533e-16, 1.24903726556e-17, 1.22773339432e-17, 0.0522873774171, -2.57408177533e-16, 1.24903726556e-17, 1.22773339432e-17, 0.873276948929, 1.09500002861, -0.873276948929, -1.09500002861, -1.0374006243e-17, 7.91774304486e-18, 3.26732929838e-18, 3.80120469382e-18, 3.75803910074e-18, 0.875262379646, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875262379646, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00250095012598, -0.124773211777, 0.363977372646, 0.310003429651, 0.310095280409, 0.383470833302, 0.363977372646, 0.310003429651, 0.310095280409,             0, 0.383470833302, 0.363977372646, 0.310003429651, 0.310095280409
         1.65, 0.055532913655,             0, 8.85034127521e-16, 8.85034127521e-16, 2.95094049785e-16,             0, -5.36606383514e-16,             0, -0.055532913655,             0, 8.85034127521e-16, 8.85034127521e-16, 2.95094049785e-16,             0, -5.36606383514e-16,             0, -1.07446034068e-15, -1.92234508544e-15, 1.30662455411e-16, -2.65720025818e-17,             0, -52.4907875061, -253.172897339, -52.4907875061, -253.172897339, -85.8419265747, -2.28345527166e-13, 85.8419265747, -2.28345527166e-13,  9309.4765625,  9309.4765625, 42778.2265625, 21389.1132812, 21389.1132812,  9309.4765625,  9309.4765625, 42778.2265625, 21389.1132812, 21389.1132812,             1,             0, -1.32241893924e-17, -2.21942853928,             0,             0,             0,             0,             0, 0.300583690405, -2.21942853928, 0.300583690405, 0.300583690405, 1.52753246728e-16,             0,             0,             0,             0,             0, 3.29452511922e-16, 7.41562323721e-17, 3.51791550068e-16, -1.62351599094e-16, 1.52867927049e-16, 3.29457064725e-16, -0.290912657976, 7.41006061303e-17, 3.51786706099e-16, -1.62349362397e-16, 0.290912657976, 7.41006061303e-17, 3.51786706099e-16, -1.62349362397e-16, 12.9544773102, 12.9587535858, 14.5373382568, 14.5372962952, 12.9544773102, 12.9587535858, 14.5373382568, 14.5372962952, 32.0182800293, -0.0402661412954,             0, 0.0402661412954,             0, 5.46301226167e-15,             1, 69.7122116089,            70, 69.6993865967, 69.5640029907,  32.003200531, 28.6519432068,  32.003200531, 28.6519432068, 32.0182800293, 28.5824775696, 28.6519432068, 22.6897106171, 21.8747024536,  32.003200531, 28.6519432068, 22.6897106171, 21.8747024536, 43.6348457336,  32.003200531, 28.6519432068, 22.6897106171, 21.8747024536, -2.57244435477e-16,             0, -1.27890047091e-17, -0.0515709929168, -2.54372596739e-16, -1.46345571523e-17, -1.19372841293e-17, 0.0515709929168, -2.54372596739e-16, -1.46345571523e-17, -1.19372841293e-17, 0.873315691948, 1.09500002861, -0.873315691948, -1.09500002861, -1.32241893924e-17, 5.57402231855e-18, 6.65621950863e-19, 4.59591888092e-18, 3.42120081555e-18, 0.87526267767, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.87526267767, -0.949999988079, -1.20000004768, -1.20000004768, 5.55111512313e-17,             0, 5.55111512313e-17,             0, -0.00278318114579, -0.129926338792, 0.35939219594, 0.310941129923, 0.311656445265, 0.383450269699, 0.35939219594, 0.310941129923, 0.311656445265,             0, 0.383450269699, 0.35939219594, 0.310941129923, 0.311656445265
        1.675, 0.052869413048,             0, 1.26125429308e-15, 1.26125429308e-15, -3.35730984825e-16,             0, 2.70932646723e-16,             0, -0.052869413048,             0, 1.26125429308e-15, 1.26125429308e-15, -3.35730984825e-16,             0, 2.70932646723e-16,             0, -3.15441025258e-16, -2.33688152752e-15, -1.66363761231e-15, 2.94892217716e-16,             0, -37.6571655273, -242.841384888, -37.6571655273, -242.841384888, -85.1645202637, -3.45913049723e-13, 85.1645202637, -3.45913049723e-13,    9292.90625,    9292.90625, 46130.5664062, 23065.2832031, 23065.2832031,    9292.90625,    9292.90625, 46130.5664062, 23065.2832031, 23065.2832031,             1,             0, -1.48091882145e-17, -2.27984595299,             0,             0,             0,             0,             0, 0.352148294449, -2.27984595299, 0.352148294449, 0.352148294449, 1.40541453614e-16,             0,             0,             0,             0,             0, -2.61899857595e-17, -5.48685344657e-17, 1.47805197888e-16, -3.80138831137e-16, 1.40652785507e-16, -2.61904804135e-17, -0.287146240473, -5.48251041748e-17, 1.47802405326e-16, -3.80131631357e-16, 0.287146240473, -5.48251041748e-17, 1.47802405326e-16, -3.80131631357e-16, 13.1505470276, 13.1548242569, 14.7568998337, 14.7568569183, 13.1505470276, 13.1548242569, 14.7568998337, 14.7568569183, 32.5029983521, -0.0396735705435,             0, 0.0396735705435,             0, 5.95479408513e-15,             1, 69.6582717896,            70, 69.6512908936, 69.5658798218, 32.4875068665, 29.1364021301, 32.4875068665, 29.1364021301, 32.5029983521, 29.0651836395, 29.1364021301, 23.1728153229, 22.3578052521, 32.4875106812, 29.1364021301, 23.1728153229, 22.3578052521, 44.1115455627, 32.4875106812, 29.1364021301, 23.1728153229, 22.3578052521, -2.78405171384e-16,             0, -6.94074083278e-17, -0.0511369109154, -2.8058784294e-16, -7.03158313114e-17, -6.70710333789e-17, 0.0511369109154, -2.8058784294e-16, -7.03158313114e-17, -6.70710333789e-17, 0.873340904713, 1.09500002861, -0.873340904713, -1.09500002861, -1.48091882145e-17, -1.57955039012e-18, 5.68588908722e-19, 6.20675510297e-18, 5.784874379e-18, 0.875262796879, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875262796879, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.0029187144246, -0.133689075708, 0.356053233147, 0.312498241663, 0.313492923975, 0.383483409882, 0.356053233147, 0.312498241663, 0.313492923975,             0, 0.383483409882, 0.356053233147, 0.312498241663, 0.313492923975
          1.7, 0.0498620048165,             0, -4.99125704994e-16, -4.99125704994e-16, 8.6430384317e-16,             0, -1.34811818356e-16,             0, -0.0498620048165,             0, -4.99125704994e-16, -4.99125704994e-16, 8.6430384317e-16,             0, -1.34811818356e-16,             0, 2.77061194794e-15, -1.1470371941e-15, -2.3187182824e-16, 4.91184314509e-17,             0, -31.1307182312, -234.654403687, -31.1307182312, -234.654403687, -81.251991272, 7.22672355985e-13,  81.251991272, 7.22672355985e-13, 9252.37695312, 9252.37695312,  46807.734375, 23403.8671875, 23403.8671875, 9252.37695312, 9252.37695312,  46807.734375, 23403.8671875, 23403.8671875,             1,             0, -2.00042348402e-17, -2.29379653931,             0,             0,             0,             0,             0, 0.374697268009, -2.29379653931, 0.374697268009, 0.374697268009, -1.92158820856e-16,             0,             0,             0,             0,             0, -1.23737603725e-16, -1.14383752714e-16, 2.43749893682e-17, -2.52102177863e-16, -1.92312914678e-16, -1.23740250703e-16, -0.286815136671, -1.14292101102e-16, 2.43744682444e-17, -2.52096804498e-16, 0.286815136671, -1.14292101102e-16, 2.43744682444e-17, -2.52096804498e-16, 13.3463201523, 13.3505592346, 14.9764642715, 14.9764204025, 13.3463201523, 13.3505592346, 14.9764642715, 14.9764204025, 32.9866218567, -0.039630278945,             0, 0.039630278945,             0, 5.52874159486e-15,             1, 69.5718231201,            70, 69.5743331909, 69.5739440918, 32.9710388184, 29.6199684143, 32.9710388184, 29.6199684143, 32.9866218567, 29.5481395721, 29.6199684143, 23.6559467316, 22.8409347534, 32.9710388184, 29.6199684143, 23.6559467316, 22.8409347534, 44.5823478699, 32.9710388184, 29.6199684143, 23.6559467316, 22.8409347534, -2.2750608808e-16,             0, -1.03354708761e-16, -0.0511507317424, -2.32084142342e-16, -1.03514116391e-16, -1.01706051773e-16, 0.0511507317424, -2.32084142342e-16, -1.03514116391e-16, -1.01706051773e-16, 0.873342871666, 1.09500002861, -0.873342871666, -1.09500002861, -2.00042348402e-17, -5.10069550997e-18, -5.03702369591e-18, 6.80668934892e-18, 7.53312225799e-18, 0.875262975693, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875262975693, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00285000749864, -0.134453639388, 0.355378746986, 0.314057350159, 0.314897060394, 0.383564174175, 0.355378746986, 0.314057350159, 0.314897060394,             0, 0.383564174175, 0.355378746986, 0.314057350159, 0.314897060394
        1.725, 0.0474922731519,             0, 1.59336246505e-15, 1.59336246505e-15, -5.48012370363e-16,             0, 2.34327694391e-16,             0, -0.0474922731519,             0, 1.59336246505e-15, 1.59336246505e-15, -5.48012370363e-16,             0, 2.34327694391e-16,             0, 2.08723063654e-15, -1.24036031961e-15, -1.73063749492e-15, 3.02905731732e-16,             0, -35.3274040222, -229.72315979, -35.3274040222, -229.72315979, -75.2771530151, 1.29749195329e-12, 75.2771530151, 1.29749195329e-12, 9199.89746094, 9199.89746094, 44322.3789062, 22161.1894531, 22161.1894531, 9199.89746094, 9199.89746094, 44322.3789062, 22161.1894531, 22161.1894531,             1,             0, -2.17996915712e-17, -2.25234341621,             0,             0,             0,             0,             0, 0.359355986118, -2.25234341621, 0.359355986118, 0.359355986118, -3.29167352987e-16,             0,             0,             0,             0,             0, -1.19862917682e-16, -3.38442390229e-16, 1.49388964211e-16, 6.84931553752e-17, -3.29421859918e-16, -1.19865273492e-16, -0.290332704782, -3.38180921746e-16, 1.49386026065e-16, 6.84918120339e-17, 0.290332704782, -3.38180921746e-16, 1.49386026065e-16, 6.84918120339e-17, 13.5417165756, 13.5458784103, 15.1960391998, 15.1959953308, 13.5417165756, 13.5458784103, 15.1960391998, 15.1959953308, 33.4689254761, -0.0401986166835,             0, 0.0401986166835,             0, 4.68958690105e-15,             1, 69.4856948853,            70, 69.4979476929, 69.5821151733, 33.4536247253, 30.1024513245, 33.4536247253, 30.1024513245, 33.4689254761, 30.0314369202, 30.1024513245, 24.1391239166, 23.3241100311, 33.4536247253, 30.1024513245, 24.1391239166, 23.3241100311, 45.0519180298, 33.4536247253, 30.1024513245, 24.1391239166, 23.3241100311, -1.68982689165e-16,             0, -1.36310206405e-16, -0.051648888737, -1.82283700476e-16, -1.37247157194e-16, -1.36739784458e-16, 0.051648888737, -1.82283700476e-16, -1.37247157194e-16, -1.36739784458e-16, 0.873318970203, 1.09500002861, -0.873318970203, -1.09500002861, -2.17996915712e-17, -7.96321978057e-18, -8.94203831584e-18, 7.6231468056e-18, 9.35591648097e-18, 0.875263094902, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875263094902, -0.949999988079, -1.20000004768, -1.20000004768, -5.55111512313e-17,             0, -5.55111512313e-17,             0, -0.00258350884542, -0.131690695882, 0.357854217291, 0.315196067095, 0.315536826849, 0.383668571711, 0.357854217291, 0.315196067095, 0.315536826849,             0, 0.383668571711, 0.357854217291, 0.315196067095, 0.315536826849
         1.75, 0.0465865321457,             0, 9.30490997668e-16, 9.30490997668e-16, -1.61618372964e-16,             0, -1.39279678925e-16,             0, -0.0465865321457,             0, 9.30490997668e-16, 9.30490997668e-16, -1.61618372964e-16,             0, -1.39279678925e-16,             0, 1.62384061631e-15, -8.37843222112e-16, -7.46854095885e-16, 1.3199327652e-16,             0, -48.6287841797, -228.990234375, -48.6287841797, -228.990234375, -68.5917739868, 4.36152118111e-13, 68.5917739868, 4.36152118111e-13, 9152.11132812, 9152.11132812, 39393.8085938, 19696.9042969, 19696.9042969, 9152.11132812, 9152.11132812, 39393.8085938, 19696.9042969, 19696.9042969,             1,             0, -1.95953247219e-17, -2.16749858856,             0,             0,             0,             0,             0, 0.314134895802, -2.16749858856, 0.314134895802, 0.314134895802, -2.08061493864e-16,             0,             0,             0,             0,             0, -3.10281006422e-16, -2.20001548221e-16, -3.78935673775e-16, -3.8426996964e-16, -2.08210465784e-16, -3.10285691573e-16, -0.296833574772, -2.19844145677e-16, -3.78929956303e-16, -3.84264199228e-16, 0.296833574772, -2.19844145677e-16, -3.78929956303e-16, -3.84264199228e-16, 13.7367963791, 13.7408571243, 15.4156188965, 15.4155750275, 13.7367963791, 13.7408571243, 15.4156188965, 15.4155750275, 33.9501724243, -0.0412453971803,             0, 0.0412453971803,             0, 4.03514552907e-15,             1, 69.4323348999,            70, 69.4506378174, 69.5843811035, 33.9354515076,  30.584072113, 33.9354515076,  30.584072113, 33.9501724243, 30.5149917603,  30.584072113, 24.6223258972, 23.8073120117, 33.9354515076,  30.584072113, 24.6223258972, 23.8073120117, 45.5252799988, 33.9354515076,  30.584072113, 24.6223258972, 23.8073120117, -1.4119046614e-16,             0, -1.80470361754e-16, -0.0525095947087, -1.49511135479e-16, -1.78392788458e-16, -1.78363539352e-16, 0.0525095947087, -1.49511135479e-16, -1.78392788458e-16, -1.78363539352e-16, 0.873274803162, 1.09500002861, -0.873274803162, -1.09500002861, -1.95953247219e-17, -1.32425494933e-17, -9.47122214964e-18, 7.36269658203e-18, 9.88407709235e-18, 0.875262975693, 0.949999988079, 1.20000004768, 1.20000004768,             0, -0.875262975693, -0.949999988079, -1.20000004768, -1.20000004768,             0,             0,             0,             0, -0.00219019688666, -0.126194447279, 0.362763136625, 0.315904319286, 0.315636396408, 0.383763551712, 0.362763136625, 0.315904319286, 0.315636396408,             0, 0.383763551712, 0.362763136625, 0.315904319286, 0.315636396408
