Time,AVz,Ay,Steer_SW
           10, -0.0575563013554, 0.00151418230962, -3.07397627831
       10.025, -0.0663597285748, 0.00120203918777, -3.01975750923
        10.05, -0.0735729560256, 0.000887505069841, -2.96024346352
       10.075, -0.0791879296303, 0.000581843021791, -2.89640808105
         10.1, -0.083234809339, 0.000293641031021, -2.82921695709
       10.125, -0.0857915878296, 2.80255535472e-05, -2.75964021683
        10.15, -0.0869615674019, -0.000215494073927, -2.68865799904
       10.175, -0.0868505463004, -0.00043905043276, -2.61723661423
         10.2, -0.0855534896255, -0.000644127896521, -2.54629302025
       10.225, -0.0831561684608, -0.000830584554933, -2.47666740417
        10.25, -0.0797427520156, -0.000996452756226, -2.40909957886
       10.275, -0.0754025131464, -0.00113869761117, -2.34421920776
         10.3, -0.0702325850725, -0.00125424773432, -2.28254199028
       10.325, -0.0643599703908, -0.00133809482213, -2.22448015213
        10.35, -0.0579445064068, -0.00139081245288, -2.17037940025
       10.375, -0.0511553548276, -0.00141546828672, -2.1205265522
         10.4, -0.0441469624639, -0.00141623185482, -2.07514858246
       10.425, -0.0370464846492, -0.00139678269625, -2.03440475464
        10.45, -0.0299503039569, -0.00135958357714, -1.99838447571
       10.475, -0.0229268036783, -0.00130562798586, -1.96710729599
         10.5, -0.0160205904394, -0.0012350960169, -1.94052779675
       10.525, -0.00926851294935, -0.00114661606494, -1.91854453087
        10.55, -0.00271751848049, -0.00103964773007, -1.90102493763
       10.575, 0.00357319181785, -0.000917997385841, -1.88783740997
         10.6, 0.00955063849688, -0.000786567630712, -1.87884807587
       10.625, 0.0151760065928, -0.000650036497973, -1.87390959263
        10.65, 0.0204241760075, -0.000511912512593,  -1.872849226
       10.675, 0.0252803266048, -0.000374215771444, -1.8754581213
         10.7, 0.0297344326973, -0.000237682004808, -1.88148534298
       10.725, 0.0337719991803, -0.000101412158983, -1.89063715935
        10.75, 0.0373619459569, 3.56824311893e-05, -1.90258586407
       10.775, 0.0404535718262, 0.000173036183696, -1.91699373722
         10.8, 0.0429909415543, 0.000305768073304, -1.93354046345
       10.825, 0.0449413172901, 0.000429268344305, -1.95191764832
        10.85, 0.0463026948273, 0.00054016627837, -1.97182011604
       10.875, 0.0471043400466, 0.000637423130684, -1.99293828011
