0,0,0,-0.345350950956,0,0,0.00287042860873,-3.95749798902e-18,0.197437956929
0.001,-0.475813388824,0.000184492251719,-0.252631038427,-7.28684597107e-07,4.4805797188e-06,-0.0177227072418,0.00301154679619,0.196457207203
0.002,-0.787089169025,0.000845139205921,-0.252626180649,-1.16585931664e-06,2.06333497772e-05,-0.0185539014637,0.00891906116158,0.193234026432
0.003,-0.966085314751,0.00174928386696,-0.252601444721,1.31097544909e-06,4.14967689721e-05,-0.0190083347261,0.0142131177709,0.182363376021
0.004,-1.02122414112,0.00277141295373,-0.252553462982,8.35147329781e-06,6.27265762887e-05,-0.0178192183375,0.0169608723372,0.164101570845
0.005,-1.02724432945,0.00381500832736,-0.252484232187,2.15547970583e-05,8.14318700577e-05,-0.0200912244618,0.016239726916,0.142023697495
0.006,-0.99990773201,0.00485527794808,-0.252397537231,4.25301986979e-05,9.67869636952e-05,-0.0190686658025,0.0122673753649,0.122155383229
0.007,-0.947323262691,0.00586372241378,-0.25229588151,7.30684696464e-05,0.000109409687866,-0.0172811821103,0.00609933165833,0.105047501624
0.008,-0.875668466091,0.00682049663737,-0.25217872858,0.000115081231343,0.000120769145724,-0.0148843945935,-0.000761010567658,0.0915029123425
0.009,-0.804849863052,0.00771064730361,-0.252042174339,0.000170364583028,0.000132675166242,-0.0142691824585,-0.00672375643626,0.0836292803288
0.01,-0.758908689022,0.00855850242078,-0.251880437136,0.000240281529841,0.000147317899973,-0.011625899002,-0.0103716729209,0.0767505466938
0.011,-0.731882989407,0.00938633270562,-0.251687884331,0.000325726956362,0.000165660807397,-0.00869412906468,-0.0112109910697,0.069199167192
0.012,-0.717929124832,0.0102103641257,-0.25146073103,0.000427036808105,0.000187567609828,-0.00610055308789,-0.00947322882712,0.0604669041932
0.013,-0.713519692421,0.0110412789509,-0.25119715929,0.00054387882119,0.000212020764593,-0.00524616613984,-0.00604689540341,0.0516847521067
0.014,-0.687977731228,0.0118781346828,-0.250897020102,0.000675472198054,0.000237286963966,-0.00439540250227,-0.00222725351341,0.0437896512449
0.015,-0.642455279827,0.012692344375,-0.250560700893,0.000820824003313,0.000261280423729,-0.00339879887179,0.000748878810555,0.0375875234604
0.016,-0.583043932915,0.013465359807,-0.250188440084,0.000978993950412,0.000282644206891,-0.00303092505783,0.00205014646053,0.0326354764402
0.017,-0.517581045628,0.0141865545884,-0.249779820442,0.0011492210906,0.000300719693769,-0.00329836597666,0.00137162010651,0.0289840716869
0.018,-0.457477450371,0.0148531002924,-0.249333783984,0.00133098708466,0.000315774610499,-0.0033243172802,-0.00101222901139,0.0253168083727
0.019,-0.417818725109,0.0154797192663,-0.248849138618,0.00152400578372,0.000329054309987,-0.00496960151941,-0.00429886672646,0.0223798397928
0.02,-0.396999299526,0.0160879548639,-0.248324856162,0.00172823818866,0.000342104089214,-0.00706174038351,-0.00762793654576,0.0201676841825
0.021,-0.394447982311,0.0166960116476,-0.247760474682,0.00194390851539,0.000356118747732,-0.00957496277988,-0.0102677168325,0.0180064905435
0.022,-0.408040702343,0.0173215195537,-0.247155994177,0.00217101979069,0.00037223729305,-0.00840633735061,-0.0115627869964,0.0142026701942
0.023,-0.581054031849,0.0180120207369,-0.246512085199,0.00240928889252,0.000391829613363,-0.0116177555174,-0.0106685440987,0.00635648332536
0.024,-0.93394947052,0.018988808617,-0.245829731226,0.00265786075033,0.000418004987296,-0.0167562440038,-0.0068735703826,0.00227678194642
0.025,-1.42702674866,0.0204029995948,-0.24510987103,0.00291604408994,0.000451374799013,-0.0198156666011,-0.000702805933543,-0.000688444357365
0.026,-2.03203988075,0.0223802570254,-0.244353562593,0.00318310060538,0.000491446291562,-0.0224843416363,0.0067612179555,-0.00287962285802
0.027,-2.69278120995,0.0250184703618,-0.243561550975,0.00345837208442,0.000536896230187,-0.0256353020668,0.0140816792846,-0.00247340137139
0.028,-3.24644255638,0.028290880844,-0.242734372616,0.00374161940999,0.000584296125453,-0.026469213888,0.0191139131784,-0.00239034136757
0.029,-3.71603941917,0.0320791825652,-0.241872668266,0.00403294991702,0.000630409340374,-0.0272311437875,0.0205683112144,-0.00285148131661
0.03,-4.10440254211,0.0363038219512,-0.240977317095,0.00433239899576,0.000673967471812,-0.0273992978036,0.0183625146747,-0.00352502358146
0.031,-4.41527318954,0.0408860258758,-0.240049481392,0.00464051356539,0.000715178495739,-0.0267417151481,0.0132468594238,-0.00426154676825
0.032,-4.66208124161,0.045752774924,-0.239090681076,0.00495820818469,0.000755358312745,-0.0259171035141,0.00662246020511,-0.00528444396332
0.033,-4.85119771957,0.050849083811,-0.238102585077,0.0052865636535,0.000796610140242,-0.0240974593908,0.000149021609104,-0.00692678941414
0.034,-4.97786331177,0.0561155751348,-0.237087026238,0.00562674039975,0.000840762979351,-0.0226090308279,-0.00483936676756,-0.00833176355809
0.035,-5.04044771194,0.0614897124469,-0.23604567349,0.00597964972258,0.000888970156666,-0.0209819991142,-0.00752831017599,-0.0092082740739
0.036,-5.0247836113,0.066907197237,-0.234980121255,0.00634573213756,0.000941544363741,-0.0256104506552,-0.00788554176688,-0.00444060843438
0.037,-4.81884860992,0.0722501650453,-0.233891263604,0.00672502210364,0.00099685927853,-0.0226539056748,-0.00691417464986,0.00634039565921
0.038,-4.41294670105,0.0772930905223,-0.232780441642,0.00711733149365,0.00105172174517,-0.0210420787334,-0.00600645923987,0.0158318597823
0.039,-3.84329414368,0.0818544849753,-0.231648266315,0.00752213038504,0.00110323424451,-0.0197369549423,-0.00632747961208,0.0248667113483
